game_pk,official_date,team_id,player_id,is_starter,outs,batters_faced,hits,runs,earned_runs,home_runs,walks,hit_batsmen,strike_outs,pitches,strikes
634615,2021-04-01,115,608566,1,12,21,6,1,1,0,6,0,2,92,51
634615,2021-04-01,115,592346,0,6,11,5,3,3,0,1,0,2,42,26
634615,2021-04-01,115,622075,0,3,3,1,0,0,0,0,0,0,12,8
634615,2021-04-01,115,641755,0,3,5,2,1,1,0,0,0,0,20,13
634615,2021-04-01,115,453268,0,3,6,1,0,0,0,1,1,2,24,18
634615,2021-04-01,119,477132,1,17,28,10,6,5,0,1,0,2,77,55
634615,2021-04-01,119,608349,0,1,1,0,0,0,0,0,0,1,4,3
634615,2021-04-01,119,519076,0,2,5,1,2,2,0,2,0,1,28,15
634615,2021-04-01,119,518397,0,4,5,0,0,0,0,0,0,0,22,14
634618,2021-04-01,135,506433,1,14,23,8,4,4,2,1,0,6,93,64
634618,2021-04-01,135,657612,0,1,4,2,3,0,2,0,0,1,16,11
634618,2021-04-01,135,605309,0,3,4,1,0,0,0,0,0,1,12,9
634618,2021-04-01,135,641941,0,3,3,0,0,0,0,0,0,1,20,14
634618,2021-04-01,135,519141,0,3,4,1,0,0,0,0,0,3,21,15
634618,2021-04-01,135,453343,0,3,3,0,0,0,0,0,0,0,7,5
634618,2021-04-01,109,518516,1,12,23,7,6,6,2,3,1,6,91,58
634618,2021-04-01,109,656464,0,3,3,0,0,0,0,1,0,1,13,6
634618,2021-04-01,109,592233,0,2,4,1,1,1,0,1,0,1,13,7
634618,2021-04-01,109,622065,0,4,6,2,1,1,0,0,0,1,25,17
634618,2021-04-01,109,664199,0,3,3,0,0,0,0,0,0,1,7,7
634622,2021-04-01,143,605400,1,20,27,6,2,2,1,0,0,6,84,62
634622,2021-04-01,143,605151,0,1,2,0,0,0,0,1,0,0,7,3
634622,2021-04-01,143,621237,0,3,6,1,0,0,0,1,1,3,21,12
634622,2021-04-01,143,593576,0,3,3,0,0,0,0,0,0,1,15,11
634622,2021-04-01,143,641401,0,3,2,0,0,0,0,0,0,0,7,5
634622,2021-04-01,144,608331,1,15,24,6,2,2,0,2,1,8,94,63
634622,2021-04-01,144,554431,0,3,5,1,0,0,0,1,0,1,17,8
634622,2021-04-01,144,621345,0,3,3,0,0,0,0,0,0,0,7,6
634622,2021-04-01,144,455119,0,3,4,1,0,0,0,0,0,1,13,10
634622,2021-04-01,144,519293,0,3,3,0,0,0,0,0,0,3,14,9
634622,2021-04-01,144,518858,0,2,4,1,1,0,0,1,0,0,6,5
634625,2021-04-01,136,594835,1,18,27,8,5,5,3,3,0,2,99,58
634625,2021-04-01,136,594987,0,3,3,0,0,0,0,0,0,2,16,9
634625,2021-04-01,136,676684,0,3,6,1,1,0,0,1,0,1,29,15
634625,2021-04-01,136,606160,0,3,4,1,1,1,1,0,0,2,18,13
634625,2021-04-01,136,664948,0,3,3,0,0,0,0,0,0,0,12,8
634625,2021-04-01,137,592332,1,20,24,2,1,1,0,2,0,6,90,62
634625,2021-04-01,137,670056,0,1,2,0,0,0,0,1,0,1,9,5
634625,2021-04-01,137,605538,0,0,3,2,3,3,0,1,0,0,14,7
634625,2021-04-01,137,606424,0,1,3,0,2,2,0,2,0,1,20,9
634625,2021-04-01,137,643511,0,2,5,1,1,0,0,0,1,0,14,8
634625,2021-04-01,137,459429,0,3,3,0,0,0,0,0,0,1,8,6
634625,2021-04-01,137,501625,0,0,3,0,1,0,0,3,0,0,16,4
634630,2021-04-01,118,641745,1,4,14,9,6,6,0,2,0,0,51,30
634630,2021-04-01,118,622092,0,2,3,0,0,0,0,1,0,2,15,7
634630,2021-04-01,118,672578,0,9,12,3,2,2,0,1,0,5,44,31
634630,2021-04-01,118,534910,0,3,6,1,1,1,0,1,1,2,23,10
634630,2021-04-01,118,605130,0,5,8,1,0,0,0,2,0,4,36,22
634630,2021-04-01,118,518813,0,2,5,1,1,0,0,2,0,1,25,16
634630,2021-04-01,118,451584,0,2,2,0,0,0,0,0,0,2,8,6
634630,2021-04-01,140,502043,1,1,8,4,5,5,0,3,0,1,32,17
634630,2021-04-01,140,621368,0,7,13,4,2,2,1,1,0,2,50,29
634630,2021-04-01,140,621129,0,3,8,4,3,3,1,1,0,2,38,23
634630,2021-04-01,140,622250,0,4,5,0,0,0,0,1,0,2,28,17
634630,2021-04-01,140,667463,0,3,3,0,0,0,0,0,0,0,11,8
634630,2021-04-01,140,676969,0,3,8,1,3,3,0,2,2,0,26,15
634630,2021-04-01,140,663465,0,3,6,2,1,1,1,0,0,1,15,11
634634,2021-04-01,112,543294,1,9,16,4,3,3,1,3,0,4,63,38
634634,2021-04-01,112,519443,0,2,4,1,0,0,0,2,0,0,23,11
634634,2021-04-01,112,571521,0,2,4,1,1,1,0,1,0,1,16,11
634634,2021-04-01,112,592094,0,3,7,1,0,0,0,2,1,1,38,18
634634,2021-04-01,112,595465,0,5,7,1,1,1,0,1,0,2,31,20
634634,2021-04-01,112,605177,0,2,4,1,0,0,0,1,0,0,14,8
634634,2021-04-01,112,572193,0,1,2,0,0,0,0,1,0,1,12,6
634634,2021-04-01,112,621219,0,3,3,0,0,0,0,0,0,1,17,10
634634,2021-04-01,134,641771,1,9,14,1,2,1,0,3,0,2,63,33
634634,2021-04-01,134,621249,0,3,3,0,0,0,0,0,0,3,18,11
634634,2021-04-01,134,605280,0,3,3,0,0,0,0,0,0,1,12,9
634634,2021-04-01,134,607572,0,3,3,0,0,0,0,0,0,3,13,9
634634,2021-04-01,134,670280,0,3,3,0,0,0,0,0,0,2,12,7
634634,2021-04-01,134,608717,0,3,4,1,1,1,0,0,0,0,19,14
634634,2021-04-01,134,593144,0,3,4,0,0,0,0,1,0,2,14,8
634636,2021-04-01,113,622491,1,10,21,8,10,8,1,2,1,0,73,52
634636,2021-04-01,113,592135,0,2,3,1,1,1,1,0,0,1,9,8
634636,2021-04-01,113,607219,0,6,7,0,0,0,0,1,0,2,26,16
634636,2021-04-01,113,608334,0,6,6,0,0,0,0,0,0,2,23,15
634636,2021-04-01,113,448281,0,3,4,1,0,0,0,0,0,2,15,11
634636,2021-04-01,138,656427,1,13,22,6,6,6,2,2,1,4,94,54
634636,2021-04-01,138,643778,0,2,2,0,0,0,0,0,0,0,7,4
634636,2021-04-01,138,664854,0,3,5,3,0,0,0,0,0,1,17,11
634636,2021-04-01,138,650893,0,3,5,0,0,0,0,2,0,0,18,8
634636,2021-04-01,138,606149,0,3,3,0,0,0,0,0,0,2,19,12
634636,2021-04-01,138,621052,0,3,5,1,0,0,0,1,0,1,21,11
634638,2021-04-01,158,605540,1,12,20,6,3,3,0,2,0,5,78,50
634638,2021-04-01,158,642547,0,6,11,2,0,0,0,3,0,6,53,27
634638,2021-04-01,158,642233,0,3,5,2,2,2,1,0,0,0,18,12
634638,2021-04-01,158,656420,0,3,4,0,0,0,0,1,0,2,15,10
634638,2021-04-01,158,458676,0,3,4,0,0,0,0,1,0,1,14,7
634638,2021-04-01,158,623352,0,3,3,0,0,0,0,0,0,3,11,9
634638,2021-04-01,142,628317,1,13,23,6,2,1,0,2,1,5,88,57
634638,2021-04-01,142,608648,0,2,3,2,0,0,0,0,0,0,11,6
634638,2021-04-01,142,664054,0,3,3,0,0,0,0,0,0,1,10,7
634638,2021-04-01,142,573124,0,3,3,0,0,0,0,0,0,1,10,7
634638,2021-04-01,142,570663,0,3,3,0,0,0,0,0,0,2,12,8
634638,2021-04-01,142,517008,0,3,7,2,3,0,0,0,1,0,17,13
634638,2021-04-01,142,677976,0,0,2,1,1,0,0,0,0,0,3,3
634640,2021-04-01,133,605135,1,16,22,4,3,3,0,2,1,3,68,46
634640,2021-04-01,133,433589,0,2,3,1,0,0,0,0,0,0,11,5
634640,2021-04-01,133,642152,0,3,3,0,0,0,0,0,0,0,8,5
634640,2021-04-01,133,592473,0,1,5,2,2,2,2,1,1,0,20,10
634640,2021-04-01,133,605525,0,2,3,0,0,0,0,1,0,2,17,10
634640,2021-04-01,133,594056,0,3,7,2,3,3,0,2,0,0,28,13
634640,2021-04-01,117,425844,1,18,19,3,0,0,0,0,0,4,82,56
634640,2021-04-01,117,660600,0,3,6,1,1,0,0,2,0,2,32,19
634640,2021-04-01,117,501925,0,2,4,2,0,0,0,0,0,1,16,10
634640,2021-04-01,117,642130,0,1,1,0,0,0,0,0,0,1,5,4
634640,2021-04-01,117,592773,0,3,5,0,0,0,0,1,1,2,20,13
634642,2021-04-01,147,543037,1,16,23,5,2,2,1,2,0,8,97,62
634642,2021-04-01,147,643338,0,5,4,1,0,0,0,0,0,0,17,9
634642,2021-04-01,147,642528,0,3,3,0,0,0,0,0,0,1,8,5
634642,2021-04-01,147,503285,0,3,4,1,0,0,0,0,0,1,22,17
634642,2021-04-01,147,656793,0,3,4,1,1,0,0,0,0,3,15,11
634642,2021-04-01,141,547943,1,16,21,4,2,2,1,1,0,5,92,53
634642,2021-04-01,141,543022,0,2,3,0,0,0,0,1,0,1,15,10
634642,2021-04-01,141,475479,0,3,5,2,0,0,0,1,0,0,22,10
634642,2021-04-01,141,503569,0,3,4,0,0,0,0,1,0,2,18,10
634642,2021-04-01,141,605447,0,3,5,0,0,0,0,2,0,2,23,10
634642,2021-04-01,141,657240,0,3,3,0,0,0,0,0,0,3,11,10
634645,2021-04-01,116,571510,1,17,24,3,0,0,0,4,0,2,92,57
634645,2021-04-01,116,542585,0,3,3,0,0,0,0,0,0,2,14,9
634645,2021-04-01,116,596057,0,4,5,1,0,0,0,1,0,1,21,12
634645,2021-04-01,116,642397,0,3,6,2,2,2,1,1,0,0,27,16
634645,2021-04-01,114,669456,1,18,27,5,3,3,1,3,0,12,95,61
634645,2021-04-01,114,543766,0,3,4,0,0,0,0,1,0,1,13,7
634645,2021-04-01,114,675916,0,3,4,0,0,0,0,1,0,1,17,9
634652,2021-04-01,146,645261,1,18,23,2,0,0,0,2,1,7,83,52
634652,2021-04-01,146,571670,0,3,3,0,0,0,0,0,0,2,12,9
634652,2021-04-01,146,554340,0,3,4,1,1,1,1,0,0,1,15,9
634652,2021-04-01,146,446321,0,2,4,2,0,0,0,0,0,2,14,11
634652,2021-04-01,146,643256,0,1,2,0,0,0,0,1,0,0,14,7
634652,2021-04-01,139,607192,1,18,19,1,0,0,0,0,0,6,77,57
634652,2021-04-01,139,657044,0,3,4,1,0,0,0,0,0,1,12,9
634652,2021-04-01,139,664126,0,3,5,1,0,0,0,1,0,0,20,11
634652,2021-04-01,139,650895,0,3,3,0,0,0,0,0,0,2,12,8
634655,2021-04-01,108,605164,1,18,25,6,3,3,1,1,0,6,88,59
634655,2021-04-01,108,642083,0,3,3,1,0,0,0,0,0,1,12,8
634655,2021-04-01,108,594577,0,3,4,0,0,0,0,1,0,1,17,9
634655,2021-04-01,108,628452,0,3,3,0,0,0,0,0,0,2,8,7
634655,2021-04-01,145,608337,1,16,20,2,2,2,1,2,0,8,87,59
634655,2021-04-01,145,676051,0,5,7,2,0,0,0,1,0,1,20,12
634655,2021-04-01,145,607481,0,2,6,2,2,0,0,1,0,1,28,18
634655,2021-04-01,145,641582,0,1,1,0,0,0,0,0,0,0,5,3
634576,2021-04-02,135,605483,1,14,21,4,0,0,0,2,0,8,86,53
634576,2021-04-02,135,489334,0,6,8,3,2,2,1,0,0,2,32,20
634576,2021-04-02,135,592865,0,1,1,0,0,0,0,0,0,1,3,3
634576,2021-04-02,135,641941,0,3,3,0,0,0,0,0,0,0,16,8
634576,2021-04-02,135,453343,0,3,5,1,0,0,0,0,0,1,23,14
634576,2021-04-02,109,518876,1,12,18,5,3,3,1,3,0,4,94,56
634576,2021-04-02,109,661255,0,3,5,0,0,0,0,2,0,2,18,9
634576,2021-04-02,109,656464,0,3,4,2,0,0,0,0,0,1,15,10
634576,2021-04-02,109,664199,0,3,6,2,1,1,0,1,0,1,19,13
634576,2021-04-02,109,592233,0,3,3,0,0,0,0,1,0,0,13,7
634578,2021-04-02,136,579328,1,18,25,6,3,3,2,1,0,10,89,67
634578,2021-04-02,136,608716,0,2,6,2,3,3,0,2,0,2,31,15
634578,2021-04-02,136,641871,0,4,5,0,0,0,0,1,0,1,19,13
634578,2021-04-02,136,676606,0,3,3,0,0,0,0,0,0,0,10,7
634578,2021-04-02,137,456501,1,17,24,6,3,3,0,3,0,7,105,64
634578,2021-04-02,137,593974,0,4,4,0,0,0,0,0,0,2,17,12
634578,2021-04-02,137,643511,0,3,4,0,0,0,0,1,0,1,19,12
634578,2021-04-02,137,459429,0,3,3,0,0,0,0,0,0,2,11,9
634602,2021-04-02,146,641154,1,15,18,2,0,0,0,2,0,4,77,51
634602,2021-04-02,146,542947,0,3,4,1,1,1,1,0,0,1,18,15
634602,2021-04-02,146,595928,0,3,4,1,1,1,1,0,0,0,19,14
634602,2021-04-02,146,554340,0,3,3,0,0,0,0,1,0,1,14,8
634602,2021-04-02,146,542914,0,3,7,4,4,4,1,0,0,1,15,14
634602,2021-04-02,139,642232,1,17,20,4,0,0,0,0,0,3,65,41
634602,2021-04-02,139,664126,0,1,2,0,0,0,0,1,0,0,5,1
634602,2021-04-02,139,475054,0,2,4,1,2,2,0,1,0,2,23,13
634602,2021-04-02,139,595411,0,1,3,2,1,1,0,0,0,0,11,7
634602,2021-04-02,139,552640,0,3,6,2,1,1,0,1,0,1,22,15
634602,2021-04-02,139,650895,0,3,4,1,0,0,0,0,0,1,14,11
634605,2021-04-02,133,666200,1,15,24,8,5,5,2,1,0,8,92,56
634605,2021-04-02,133,572143,0,6,8,2,1,1,0,1,0,1,30,16
634605,2021-04-02,133,489265,0,3,4,1,0,0,0,1,0,0,21,12
634605,2021-04-02,133,518617,0,2,6,3,3,2,0,1,0,2,26,15
634605,2021-04-02,133,605525,0,1,3,0,0,0,0,1,0,0,13,5
634605,2021-04-02,117,664299,1,11,15,3,2,2,0,0,1,4,73,46
634605,2021-04-02,117,650556,0,7,8,1,0,0,0,1,0,1,35,19
634605,2021-04-02,117,548384,0,1,3,1,2,2,1,1,0,0,14,7
634605,2021-04-02,117,501925,0,2,3,0,0,0,0,0,1,1,11,5
634605,2021-04-02,117,642130,0,3,5,2,1,1,0,0,0,0,15,10
634605,2021-04-02,117,519151,0,3,5,1,0,0,0,1,0,1,16,10
634627,2021-04-02,111,543135,1,16,19,4,1,1,0,1,0,4,89,54
634627,2021-04-02,111,542882,0,5,8,1,1,0,0,1,0,2,31,17
634627,2021-04-02,111,657031,0,1,3,3,1,1,0,0,0,0,17,11
634627,2021-04-02,111,592169,0,2,2,0,0,0,0,0,0,0,6,4
634627,2021-04-02,111,617228,0,3,4,1,0,0,0,0,0,1,21,13
634627,2021-04-02,110,607644,1,21,22,1,0,0,0,0,0,5,97,65
634627,2021-04-02,110,656945,0,3,5,0,0,0,0,2,0,2,25,14
634627,2021-04-02,110,491624,0,3,4,1,0,0,0,0,0,1,14,10
634627,2021-04-02,111,543135,1,16,19,4,1,1,0,1,0,4,89,54
634627,2021-04-02,111,542882,0,5,8,1,1,0,0,1,0,2,31,17
634627,2021-04-02,111,657031,0,1,3,3,1,1,0,0,0,0,17,11
634627,2021-04-02,111,592169,0,2,2,0,0,0,0,0,0,0,6,4
634627,2021-04-02,111,617228,0,3,4,1,0,0,0,0,0,1,21,13
634627,2021-04-02,110,607644,1,21,22,1,0,0,0,0,0,5,97,65
634627,2021-04-02,110,656945,0,3,5,0,0,0,0,2,0,2,25,14
634627,2021-04-02,110,491624,0,3,4,1,0,0,0,0,0,1,14,10
634631,2021-04-02,108,571760,1,9,16,5,7,7,1,2,0,4,70,49
634631,2021-04-02,108,448855,0,4,5,1,0,0,0,0,0,1,20,15
634631,2021-04-02,108,669735,0,6,9,2,0,0,0,1,0,3,27,18
634631,2021-04-02,108,594577,0,5,6,1,0,0,0,0,0,2,22,19
634631,2021-04-02,108,628452,0,1,3,2,2,2,1,0,0,0,7,5
634631,2021-04-02,108,518553,0,1,3,1,2,2,0,1,0,1,17,9
634631,2021-04-02,108,592222,0,1,3,1,1,1,0,1,0,0,10,6
634631,2021-04-02,145,572971,1,12,19,6,6,4,1,2,0,4,69,45
634631,2021-04-02,145,641582,0,3,4,0,0,0,0,0,0,3,18,12
634631,2021-04-02,145,656629,0,6,7,0,0,0,0,1,0,3,33,21
634631,2021-04-02,145,605359,0,2,3,0,0,0,0,1,0,0,7,2
634631,2021-04-02,145,521230,0,4,7,2,2,2,1,1,0,2,34,22
634653,2021-04-02,115,622608,1,10,21,9,7,7,0,1,1,2,70,41
634653,2021-04-02,115,468504,0,5,7,2,1,1,0,0,0,1,34,23
634653,2021-04-02,115,641386,0,4,8,3,2,2,0,0,0,2,26,17
634653,2021-04-02,115,596112,0,2,3,1,0,0,0,0,0,1,9,8
634653,2021-04-02,115,608032,0,3,5,1,1,1,0,1,0,1,17,9
634653,2021-04-02,115,642068,0,3,3,0,0,0,0,0,0,0,13,7
634653,2021-04-02,119,545333,1,19,25,3,4,4,2,2,0,10,96,67
634653,2021-04-02,119,456034,0,5,9,5,2,2,2,0,0,2,27,18
634653,2021-04-02,119,624647,0,3,3,0,0,0,0,0,0,1,10,6
634573,2021-04-03,116,527054,1,15,20,4,1,1,1,3,0,3,90,58
634573,2021-04-03,116,502706,0,3,4,0,0,0,0,1,0,0,11,5
634573,2021-04-03,116,605242,0,3,3,0,0,0,0,0,0,1,14,7
634573,2021-04-03,116,641302,0,2,4,2,1,1,0,0,0,1,16,10
634573,2021-04-03,116,650530,0,4,5,1,0,0,0,0,0,1,14,10
634573,2021-04-03,114,668676,1,18,26,6,2,2,0,2,0,4,94,58
634573,2021-04-03,114,621295,0,2,7,3,3,3,0,2,0,0,30,16
634573,2021-04-03,114,664208,0,1,1,0,0,0,0,0,0,0,6,3
634573,2021-04-03,114,663986,0,3,5,1,0,0,0,1,0,2,24,12
634575,2021-04-03,158,669203,1,19,21,1,1,1,1,0,1,11,87,59
634575,2021-04-03,158,608718,0,5,8,3,1,1,0,0,0,1,26,18
634575,2021-04-03,158,656420,0,3,3,0,0,0,0,0,0,1,16,9
634575,2021-04-03,142,621244,1,18,19,0,0,0,0,0,1,12,84,55
634575,2021-04-03,142,573124,0,3,3,0,0,0,0,0,0,3,13,9
634575,2021-04-03,142,608648,0,3,5,1,0,0,0,1,0,2,18,14
634575,2021-04-03,142,517008,0,3,3,0,0,0,0,0,0,0,12,9
634577,2021-04-03,111,656557,1,15,22,6,3,2,0,1,0,8,85,54
634577,2021-04-03,111,592169,0,3,3,0,0,0,0,0,0,0,14,8
634577,2021-04-03,111,650382,0,3,5,2,1,1,0,0,0,2,15,11
634577,2021-04-03,111,570488,0,6,6,0,0,0,0,0,0,1,22,13
634577,2021-04-03,110,518774,1,14,21,6,2,2,0,1,0,4,86,52
634577,2021-04-03,110,592644,0,7,8,1,0,0,0,0,0,2,33,21
634577,2021-04-03,110,622253,0,3,3,0,0,0,0,0,0,1,11,9
634577,2021-04-03,110,491624,0,3,5,0,0,0,0,1,1,1,22,13
634580,2021-04-03,143,554430,1,21,22,1,0,0,0,0,0,10,90,62
634580,2021-04-03,143,605151,0,3,3,0,0,0,0,0,0,1,9,7
634580,2021-04-03,143,593576,0,3,3,0,0,0,0,0,0,3,14,10
634580,2021-04-03,144,450203,1,15,22,6,3,3,0,2,1,5,76,50
634580,2021-04-03,144,656794,0,2,5,1,1,1,0,1,1,2,27,16
634580,2021-04-03,144,592426,0,1,2,0,0,0,0,1,0,1,13,6
634580,2021-04-03,144,660623,0,3,4,1,0,0,0,0,0,0,14,8
634580,2021-04-03,144,458708,0,3,3,0,0,0,0,0,0,2,14,10
634596,2021-04-03,146,622694,1,7,9,2,2,2,1,0,0,3,34,23
634596,2021-04-03,146,669294,0,6,11,4,3,3,0,1,0,1,38,23
634596,2021-04-03,146,643256,0,2,3,2,1,1,0,0,0,0,10,7
634596,2021-04-03,146,647315,0,3,3,0,0,0,0,0,0,0,7,6
634596,2021-04-03,146,542947,0,3,3,0,0,0,0,0,0,1,13,8
634596,2021-04-03,146,571670,0,3,5,1,1,0,0,0,0,0,13,11
634596,2021-04-03,146,542914,0,3,3,0,0,0,0,0,0,1,9,7
634596,2021-04-03,139,448179,1,12,18,5,4,4,1,2,0,4,71,52
634596,2021-04-03,139,502042,0,6,11,4,4,3,0,1,0,2,52,35
634596,2021-04-03,139,657044,0,1,3,1,1,1,0,1,0,1,13,7
634596,2021-04-03,139,605488,0,2,3,1,0,0,0,0,0,2,10,10
634596,2021-04-03,139,543521,0,3,7,3,3,3,1,1,0,1,25,12
634604,2021-04-03,118,501985,1,18,24,4,4,4,1,2,1,6,93,59
634604,2021-04-03,118,596001,0,3,4,1,0,0,0,0,0,2,16,12
634604,2021-04-03,118,641394,0,2,4,1,0,0,0,1,0,1,20,10
634604,2021-04-03,118,534910,0,1,1,0,0,0,0,0,0,1,8,5
634604,2021-04-03,118,622251,0,3,3,0,0,0,0,0,0,0,9,5
634604,2021-04-03,140,685503,1,15,20,6,3,3,1,0,1,1,73,47
634604,2021-04-03,140,622250,0,0,3,1,3,3,0,2,0,0,12,4
634604,2021-04-03,140,667463,0,3,8,4,4,1,0,0,0,1,26,18
634604,2021-04-03,140,676969,0,3,4,0,0,0,0,1,0,0,18,9
634604,2021-04-03,140,456713,0,3,5,1,1,1,1,1,0,2,19,11
634623,2021-04-03,135,605397,1,18,21,3,0,0,0,0,0,8,78,57
634623,2021-04-03,135,677960,0,9,9,1,0,0,0,0,0,3,38,25
634623,2021-04-03,109,592761,1,9,18,5,4,3,1,3,0,4,79,44
634623,2021-04-03,109,642092,0,15,24,5,3,2,0,3,0,4,90,54
634629,2021-04-03,133,608344,1,13,22,7,4,4,0,1,2,2,82,55
634629,2021-04-03,133,642152,0,8,9,1,1,1,1,0,0,4,37,23
634629,2021-04-03,133,572143,0,3,4,1,0,0,0,0,0,0,18,10
634629,2021-04-03,133,594056,0,3,8,4,4,4,0,1,0,0,35,22
634629,2021-04-03,117,621121,1,15,20,2,1,1,0,3,0,7,95,54
634629,2021-04-03,117,592773,0,6,6,0,0,0,0,0,1,3,23,16
634629,2021-04-03,117,660600,0,1,4,1,0,0,0,2,0,0,16,6
634629,2021-04-03,117,548384,0,5,5,0,0,0,0,0,0,1,16,10
634633,2021-04-03,115,592351,1,15,20,4,1,1,0,1,0,7,82,52
634633,2021-04-03,115,622075,0,3,7,3,2,2,0,0,1,2,20,14
634633,2021-04-03,115,641755,0,3,6,2,1,1,0,0,0,2,25,15
634633,2021-04-03,115,571710,0,3,7,2,2,2,1,2,0,1,25,15
634633,2021-04-03,115,453268,0,3,5,1,0,0,0,1,0,2,18,12
634633,2021-04-03,119,621111,1,18,22,4,2,2,1,0,0,4,90,57
634633,2021-04-03,119,595014,0,3,5,1,2,2,1,1,0,1,17,8
634633,2021-04-03,119,624647,0,1,4,2,1,1,0,1,0,0,15,5
634633,2021-04-03,119,445276,0,5,6,0,0,0,0,1,0,1,24,14
634639,2021-04-03,136,623167,1,15,20,4,0,0,0,2,0,6,94,56
634639,2021-04-03,136,608665,0,6,7,0,0,0,0,0,1,5,35,24
634639,2021-04-03,136,664948,0,2,4,2,0,0,0,0,0,0,13,9
634639,2021-04-03,136,606160,0,4,4,0,0,0,0,0,0,1,15,11
634639,2021-04-03,137,657277,1,16,25,7,3,3,1,3,0,5,97,64
634639,2021-04-03,137,605538,0,2,2,0,0,0,0,0,0,2,10,8
634639,2021-04-03,137,606625,0,3,4,1,1,1,1,0,0,0,10,7
634639,2021-04-03,137,501625,0,3,3,0,0,0,0,0,0,1,10,8
634643,2021-04-03,112,453562,1,18,24,6,1,1,0,1,0,5,84,53
634643,2021-04-03,112,519443,0,3,3,0,0,0,0,0,0,2,10,8
634643,2021-04-03,112,605177,0,3,3,0,0,0,0,0,0,2,16,11
634643,2021-04-03,112,518886,0,3,3,0,0,0,0,0,0,3,16,12
634643,2021-04-03,134,542881,1,15,23,5,3,3,1,2,0,7,91,62
634643,2021-04-03,134,605280,0,3,4,1,1,1,1,0,0,1,20,8
634643,2021-04-03,134,640444,0,2,5,1,1,1,0,2,0,2,28,15
634643,2021-04-03,134,593140,0,1,1,0,0,0,0,0,0,1,7,4
634643,2021-04-03,134,665854,0,3,3,0,0,0,0,0,0,1,14,11
634644,2021-04-03,147,446372,1,12,19,5,2,1,1,3,1,5,74,45
634644,2021-04-03,147,642528,0,6,6,0,0,0,0,0,0,3,26,17
634644,2021-04-03,147,476595,0,3,4,1,1,1,0,0,0,1,15,8
634644,2021-04-03,147,503285,0,2,4,2,0,0,0,0,0,0,19,12
634644,2021-04-03,147,643338,0,4,4,0,0,0,0,0,0,2,16,10
634644,2021-04-03,141,548389,1,10,19,7,3,3,1,2,0,5,77,49
634644,2021-04-03,141,543022,0,2,4,2,0,0,0,0,0,1,9,7
634644,2021-04-03,141,621366,0,3,4,1,0,0,0,0,0,0,14,9
634644,2021-04-03,141,503569,0,2,5,0,2,2,0,3,0,1,24,10
634644,2021-04-03,141,641835,0,3,4,1,0,0,0,0,0,2,19,11
634644,2021-04-03,141,606303,0,4,5,0,0,0,0,1,0,1,27,16
634646,2021-04-03,108,502171,1,18,27,8,3,3,1,1,1,7,97,69
634646,2021-04-03,108,453265,0,5,7,1,0,0,0,1,0,1,26,15
634646,2021-04-03,108,448855,0,4,5,0,0,0,0,1,0,2,21,13
634646,2021-04-03,145,458681,1,14,22,6,2,0,0,2,0,6,99,62
634646,2021-04-03,145,676979,0,7,7,0,0,0,0,0,0,3,26,16
634646,2021-04-03,145,605359,0,3,6,3,3,3,1,0,0,2,19,14
634654,2021-04-03,113,641816,1,15,21,4,3,2,2,2,0,9,84,54
634654,2021-04-03,113,592135,0,2,4,0,0,0,0,1,0,1,15,9
634654,2021-04-03,113,672335,0,5,7,1,1,1,0,1,0,2,38,20
634654,2021-04-03,113,448281,0,2,3,0,0,0,0,1,0,1,13,6
634654,2021-04-03,113,607219,0,3,5,2,2,2,1,0,0,0,20,10
634654,2021-04-03,138,425794,1,8,16,7,6,6,1,1,0,1,56,36
634654,2021-04-03,138,663765,0,7,12,2,2,2,0,2,2,3,47,26
634654,2021-04-03,138,453192,0,3,7,3,1,1,1,0,1,3,25,16
634654,2021-04-03,138,663855,0,3,3,0,0,0,0,0,0,0,13,7
634654,2021-04-03,138,643778,0,3,3,0,0,0,0,0,0,1,11,8
634557,2021-04-04,115,596295,1,9,16,1,3,1,0,7,0,2,73,37
634557,2021-04-04,115,592346,0,9,11,0,0,0,0,2,0,2,41,26
634557,2021-04-04,115,608032,0,3,3,1,0,0,0,0,0,2,13,9
634557,2021-04-04,115,596112,0,3,5,2,1,1,1,0,0,1,22,12
634557,2021-04-04,115,571710,0,3,3,0,0,0,0,0,0,1,13,9
634557,2021-04-04,119,628711,1,21,25,3,1,1,0,1,0,6,79,59
634557,2021-04-04,119,519076,0,3,5,1,1,1,0,1,0,3,19,11
634557,2021-04-04,119,608349,0,3,3,0,0,0,0,0,0,1,8,7
634560,2021-04-04,113,656546,1,15,17,3,1,1,0,0,0,6,77,55
634560,2021-04-04,113,622088,0,3,5,1,0,0,0,1,0,1,21,11
634560,2021-04-04,113,608334,0,4,7,1,0,0,0,1,1,2,33,19
634560,2021-04-04,113,607219,0,5,4,0,0,0,0,0,0,0,13,9
634560,2021-04-04,138,593372,1,15,21,4,4,4,1,2,0,4,77,50
634560,2021-04-04,138,664854,0,1,5,2,4,4,0,2,0,0,26,12
634560,2021-04-04,138,643778,0,2,5,1,2,2,1,0,0,0,18,13
634560,2021-04-04,138,650893,0,3,6,2,2,2,0,1,0,1,20,11
634560,2021-04-04,138,453192,0,3,3,0,0,0,0,0,0,0,12,8
634572,2021-04-04,135,663978,1,12,19,4,3,2,0,3,0,3,89,54
634572,2021-04-04,135,592865,0,3,3,0,0,0,0,1,0,0,14,9
