audit_id,requested_date,event_id,home_team,away_team,commence_time,requested_snapshot,returned_snapshot,market,region,status,quote_count,book_count,book_keys,points,odds_credits_used,discovery_credits_used,credits_remaining,fetched_at,error
9cd4bb742369669fe5d9ad6247bae310|2024-05-04T01:10:00Z|us|totals_1st_1_innings,2024-05-04,9cd4bb742369669fe5d9ad6247bae310,Los Angeles Dodgers,Atlanta Braves,2024-05-04T02:10:00Z,2024-05-04T01:10:00Z,2024-05-04T01:05:40Z,totals_1st_1_innings,us,offered,4,4,"betrivers,bovada,superbook,unibet_us","0.5,1.5",10,0,4070373,2026-08-17T16:07:10Z,
0f1fb9d8ec9800aa7b8868a97b419d6e|2023-06-06T01:40:00Z|us|totals_1st_1_innings,2023-06-07,0f1fb9d8ec9800aa7b8868a97b419d6e,San Diego Padres,Seattle Mariners,2023-06-07T01:40:00Z,2023-06-06T01:40:00Z,2023-06-06T01:35:38Z,totals_1st_1_innings,us,offered,3,3,"barstool,betrivers,unibet_us",0.5,10,0,4070363,2026-08-17T16:07:11Z,
0f1fb9d8ec9800aa7b8868a97b419d6e|2023-06-06T13:40:00Z|us|totals_1st_1_innings,2023-06-07,0f1fb9d8ec9800aa7b8868a97b419d6e,San Diego Padres,Seattle Mariners,2023-06-07T01:40:00Z,2023-06-06T13:40:00Z,2023-06-06T13:35:38Z,totals_1st_1_innings,us,offered,4,4,"barstool,betrivers,bovada,unibet_us","0.5,1.5",10,0,4070353,2026-08-17T16:07:11Z,
0f1fb9d8ec9800aa7b8868a97b419d6e|2023-06-06T19:40:00Z|us|totals_1st_1_innings,2023-06-07,0f1fb9d8ec9800aa7b8868a97b419d6e,San Diego Padres,Seattle Mariners,2023-06-07T01:40:00Z,2023-06-06T19:40:00Z,2023-06-06T19:35:38Z,totals_1st_1_innings,us,offered,4,4,"barstool,betrivers,bovada,unibet_us","0.5,1.5",10,0,4070343,2026-08-17T16:07:11Z,
0f1fb9d8ec9800aa7b8868a97b419d6e|2023-06-06T22:40:00Z|us|totals_1st_1_innings,2023-06-07,0f1fb9d8ec9800aa7b8868a97b419d6e,San Diego Padres,Seattle Mariners,2023-06-07T01:40:00Z,2023-06-06T22:40:00Z,2023-06-06T22:35:38Z,totals_1st_1_innings,us,offered,4,4,"barstool,betrivers,bovada,unibet_us","0.5,1.5",10,0,4070333,2026-08-17T16:07:12Z,
0f1fb9d8ec9800aa7b8868a97b419d6e|2023-06-07T00:40:00Z|us|totals_1st_1_innings,2023-06-07,0f1fb9d8ec9800aa7b8868a97b419d6e,San Diego Padres,Seattle Mariners,2023-06-07T01:40:00Z,2023-06-07T00:40:00Z,2023-06-07T00:35:38Z,totals_1st_1_innings,us,offered,4,4,"barstool,betrivers,bovada,unibet_us","0.5,1.5",10,0,4070323,2026-08-17T16:07:12Z,
1a937dd426a3d036984437ae75cf48dd|2024-05-03T17:05:00Z|us|totals_1st_1_innings,2024-05-04,1a937dd426a3d036984437ae75cf48dd,New York Yankees,Detroit Tigers,2024-05-04T17:05:00Z,2024-05-03T17:05:00Z,,totals_1st_1_innings,us,failed,0,0,,,0,0,,2026-08-17T16:07:20Z,<HTTPError 404: 'Not Found'>
1a937dd426a3d036984437ae75cf48dd|2024-05-04T05:05:00Z|us|totals_1st_1_innings,2024-05-04,1a937dd426a3d036984437ae75cf48dd,New York Yankees,Detroit Tigers,2024-05-04T17:05:00Z,2024-05-04T05:05:00Z,2024-05-04T05:00:39Z,totals_1st_1_innings,us,offered,2,2,"betrivers,unibet_us",0.5,10,0,4070313,2026-08-17T16:07:21Z,
1a937dd426a3d036984437ae75cf48dd|2024-05-04T11:05:00Z|us|totals_1st_1_innings,2024-05-04,1a937dd426a3d036984437ae75cf48dd,New York Yankees,Detroit Tigers,2024-05-04T17:05:00Z,2024-05-04T11:05:00Z,2024-05-04T11:00:38Z,totals_1st_1_innings,us,offered,2,2,"betrivers,unibet_us",0.5,10,0,4070303,2026-08-17T16:07:21Z,
1a937dd426a3d036984437ae75cf48dd|2024-05-04T14:05:00Z|us|totals_1st_1_innings,2024-05-04,1a937dd426a3d036984437ae75cf48dd,New York Yankees,Detroit Tigers,2024-05-04T17:05:00Z,2024-05-04T14:05:00Z,2024-05-04T14:00:39Z,totals_1st_1_innings,us,offered,3,3,"betrivers,superbook,unibet_us",0.5,10,0,4070293,2026-08-17T16:07:22Z,
1a937dd426a3d036984437ae75cf48dd|2024-05-04T16:05:00Z|us|totals_1st_1_innings,2024-05-04,1a937dd426a3d036984437ae75cf48dd,New York Yankees,Detroit Tigers,2024-05-04T17:05:00Z,2024-05-04T16:05:00Z,2024-05-04T16:00:38Z,totals_1st_1_innings,us,offered,3,3,"betrivers,superbook,unibet_us",0.5,10,0,4070283,2026-08-17T16:07:22Z,
