game_pk,official_date,pitcher_id,batters,leverage_sum,high_leverage_batters
632169,2021-04-10,459429,3,10.1309,3
632169,2021-04-10,468504,4,3.7177,0
632169,2021-04-10,571710,3,1.9214,0
632169,2021-04-10,592346,20,23.0181,0
632169,2021-04-10,606625,3,6.17,3
632169,2021-04-10,622075,3,3.3043,0
632169,2021-04-10,641386,4,5.6814,1
632169,2021-04-10,643511,4,10.3603,4
632169,2021-04-10,657277,23,30.449,4
632169,2021-04-10,670056,3,2.0563,0
632170,2021-04-11,451584,3,5.3019,3
632170,2021-04-11,501985,20,23.021,0
632170,2021-04-11,518813,7,5.9304,0
632170,2021-04-11,521230,5,16.7967,5
632170,2021-04-11,534910,3,6.8115,2
632170,2021-04-11,605130,5,7.165,1
632170,2021-04-11,607481,3,7.122,3
632170,2021-04-11,622092,3,13.0066,3
632170,2021-04-11,622251,3,6.2259,3
632170,2021-04-11,656302,21,28.7123,3
632170,2021-04-11,656629,7,12.447,6
632170,2021-04-11,676051,1,1.1428,0
632170,2021-04-11,676979,5,14.3963,5
632188,2021-04-11,501625,4,2.2981,0
632188,2021-04-11,543101,25,31.497,4
632188,2021-04-11,593974,5,0.4187,0
632188,2021-04-11,596112,1,0.301,0
632188,2021-04-11,608032,6,0.7125,0
632188,2021-04-11,608566,26,15.973,0
632188,2021-04-11,642068,4,0.0576,0
632188,2021-04-11,643511,5,1.4304,0
632189,2021-04-13,502624,18,18.363,0
632189,2021-04-13,543507,5,10.9658,4
632189,2021-04-13,592836,18,23.2251,2
632189,2021-04-13,593576,5,13.7258,5
632189,2021-04-13,612434,8,12.9321,7
632189,2021-04-13,621237,4,6.9158,4
632189,2021-04-13,621242,3,5.8759,3
632189,2021-04-13,641401,5,10.2205,5
632189,2021-04-13,668941,3,3.0886,0
632190,2021-04-13,457918,18,22.042,0
632190,2021-04-13,493603,4,8.4395,4
632190,2021-04-13,527048,24,20.5667,1
632190,2021-04-13,598264,3,2.6995,0
632190,2021-04-13,617228,3,5.2296,3
632190,2021-04-13,650382,5,16.4313,5
632190,2021-04-13,660896,4,2.3105,0
632190,2021-04-13,664054,1,1.6384,1
632190,2021-04-13,677976,11,18.8986,7
632191,2021-04-10,518397,6,0.2292,0
632191,2021-04-10,519076,5,3.0277,0
632191,2021-04-10,571578,21,15.2011,0
632191,2021-04-10,593833,5,0.1709,0
632191,2021-04-10,608723,3,0.3842,0
632191,2021-04-10,621348,8,1.4327,0
632191,2021-04-10,628711,25,18.4519,0
632191,2021-04-10,640448,2,0.1471,0
632191,2021-04-10,642701,5,0.2303,0
632192,2021-04-11,446321,4,3.2016,0
632192,2021-04-11,542914,4,0.9273,0
632192,2021-04-11,542947,3,1.734,0
632192,2021-04-11,544727,4,0.4035,0
632192,2021-04-11,571670,2,4.3606,1
632192,2021-04-11,573186,2,2.8239,0
632192,2021-04-11,592390,6,3.8178,0
632192,2021-04-11,592836,23,21.1207,0
632192,2021-04-11,595345,7,3.6501,0
632192,2021-04-11,612434,8,1.6252,0
632192,2021-04-11,622694,22,24.7375,0
632193,2021-04-10,453343,3,1.7577,0
632193,2021-04-10,519141,4,3.0301,0
632193,2021-04-10,543475,19,21.2032,1
632193,2021-04-10,605138,9,17.3006,9
632193,2021-04-10,605309,3,4.8466,2
632193,2021-04-10,622250,4,4.1371,0
632193,2021-04-10,656685,7,3.3963,0
632193,2021-04-10,657612,1,1.2342,0
632193,2021-04-10,663978,17,16.3879,0
632193,2021-04-10,676969,3,0.2799,0
632193,2021-04-10,677960,8,9.5146,1
632194,2021-04-13,467008,5,4.8247,0
632194,2021-04-13,502202,3,6.17,3
632194,2021-04-13,518886,5,19.6718,5
632194,2021-04-13,571521,3,3.2394,0
632194,2021-04-13,572193,3,3.0886,0
632194,2021-04-13,605177,4,12.3665,4
632194,2021-04-13,605540,23,32.4757,5
632194,2021-04-13,608718,5,10.3321,3
632194,2021-04-13,621219,15,13.5086,0
632194,2021-04-13,622780,3,2.1952,0
632195,2021-04-10,519443,5,0.1808,0
632195,2021-04-10,592094,3,0.0,0
632195,2021-04-10,593140,4,0.1818,0
632195,2021-04-10,596027,9,0.746,0
632195,2021-04-10,605200,13,13.178,0
632195,2021-04-10,605280,5,0.1903,0
632195,2021-04-10,621219,10,1.4539,0
632195,2021-04-10,621249,7,1.0799,0
632195,2021-04-10,656605,21,13.9894,0
632196,2021-04-11,474463,21,12.9895,0
632196,2021-04-11,502202,3,1.2617,0
632196,2021-04-11,594965,14,12.8866,0
632196,2021-04-11,642233,6,2.7723,0
632196,2021-04-11,643778,2,0.1602,0
632196,2021-04-11,650893,5,0.2533,0
632196,2021-04-11,656420,4,1.8993,0
632196,2021-04-11,656876,4,0.1633,0
632196,2021-04-11,663855,6,0.9655,0
632196,2021-04-11,670912,17,4.3808,0
632197,2021-04-12,502171,22,21.0232,0
632197,2021-04-12,518553,3,4.1231,2
632197,2021-04-12,594577,6,2.6543,0
632197,2021-04-12,594985,3,0.0,0
632197,2021-04-12,605130,5,6.0205,0
632197,2021-04-12,622092,2,0.0,0
632197,2021-04-12,623470,8,0.6768,0
632197,2021-04-12,641394,3,0.8181,0
632197,2021-04-12,642083,3,1.8788,0
632197,2021-04-12,663903,22,19.7193,0
632197,2021-04-12,672578,3,1.3752,0
632198,2021-04-12,502239,20,25.4654,5
632198,2021-04-12,506433,25,27.2912,2
632198,2021-04-12,593140,5,0.5853,0
632198,2021-04-12,593144,4,0.4881,0
632198,2021-04-12,605309,4,0.8006,0
632198,2021-04-12,613534,5,1.2034,0
632198,2021-04-12,665854,12,9.403,1
632199,2021-04-13,521230,3,10.0257,3
632199,2021-04-13,605359,3,7.2916,3
632199,2021-04-13,608337,26,40.1804,12
632199,2021-04-13,641582,2,2.3322,0
632199,2021-04-13,669456,31,45.8532,13
632199,2021-04-13,675916,3,6.0846,2
632199,2021-04-13,676979,4,12.1831,4
632200,2021-04-11,542888,7,0.4915,0
632200,2021-04-11,570488,7,0.0625,0
632200,2021-04-11,592169,5,2.6556,0
632200,2021-04-11,601713,27,16.0046,0
632200,2021-04-11,605347,21,20.3264,0
632200,2021-04-11,617228,5,0.8782,0
632200,2021-04-11,643316,4,0.0,0
632200,2021-04-11,669135,11,0.6765,0
632200,2021-04-11,669330,7,1.2086,0
632201,2021-04-10,542947,3,9.4663,3
632201,2021-04-10,544727,1,0.0535,0
632201,2021-04-10,554340,3,1.7577,0
632201,2021-04-10,571670,3,6.8768,3
632201,2021-04-10,594798,28,30.6193,0
632201,2021-04-10,621242,6,2.9997,0
632201,2021-04-10,669432,22,32.8067,11
632202,2021-04-10,489265,4,1.2433,0
632202,2021-04-10,518617,5,2.4692,0
632202,2021-04-10,519151,4,0.4881,0
632202,2021-04-10,592773,4,1.0436,0
632202,2021-04-10,593423,24,23.4459,0
632202,2021-04-10,605525,3,0.576,0
632202,2021-04-10,656232,7,1.6321,0
632202,2021-04-10,664353,24,24.1973,0
632203,2021-04-12,458677,3,6.8768,3
632203,2021-04-12,503285,5,5.2587,0
632203,2021-04-12,503569,5,5.7689,0
632203,2021-04-12,543037,22,28.3198,6
632203,2021-04-12,547973,4,4.0111,0
632203,2021-04-12,592662,19,23.2633,2
632203,2021-04-12,621366,3,2.9858,0
632203,2021-04-12,641835,1,0.4083,0
632203,2021-04-12,663423,5,2.4228,0
632204,2021-04-12,607192,25,41.3893,12
632204,2021-04-12,621368,12,19.6658,7
632204,2021-04-12,641540,16,18.7705,0
632204,2021-04-12,642003,1,2.2988,1
632204,2021-04-12,650895,5,16.5389,5
632204,2021-04-12,667463,3,1.9018,0
632205,2021-04-10,501381,22,30.1782,7
632205,2021-04-10,517008,5,10.6845,4
632205,2021-04-10,573124,7,21.7955,7
632205,2021-04-10,579328,24,29.6219,4
632205,2021-04-10,594987,4,8.4395,4
632205,2021-04-10,606160,6,19.1399,6
632205,2021-04-10,608648,4,7.7347,4
632205,2021-04-10,608665,3,3.5135,1
632205,2021-04-10,641871,3,13.0066,3
632206,2021-04-13,433589,1,2.0151,1
632206,2021-04-13,461872,5,6.8923,1
632206,2021-04-13,489265,3,9.4663,3
632206,2021-04-13,500610,10,2.2744,0
632206,2021-04-13,592473,3,6.4244,3
632206,2021-04-13,607179,2,0.4285,0
632206,2021-04-13,642152,3,3.395,0
632206,2021-04-13,656464,3,2.8943,1
632206,2021-04-13,661255,5,3.395,0
632206,2021-04-13,664199,10,4.6378,0
632206,2021-04-13,666200,16,12.9408,0
632206,2021-04-13,668678,18,16.2902,0
632207,2021-04-11,458708,4,4.5415,0
632207,2021-04-11,518858,4,4.8043,0
632207,2021-04-11,519043,24,21.0468,2
632207,2021-04-11,519293,4,10.3563,3
632207,2021-04-11,592767,20,21.9424,0
632207,2021-04-11,593576,3,12.7572,3
632207,2021-04-11,621237,4,10.0301,4
632207,2021-04-11,621345,3,7.2916,3
632207,2021-04-11,641401,3,5.3859,3
632207,2021-04-11,656322,4,8.4594,4
632208,2021-08-10,448855,3,2.87,0
632208,2021-08-10,503569,4,3.1494,0
632208,2021-08-10,571927,23,26.5747,0
632208,2021-08-10,628452,3,2.9059,0
632208,2021-08-10,642048,3,1.2419,0
632208,2021-08-10,663423,5,4.3292,0
632208,2021-08-10,669735,19,24.5184,5
632208,2021-08-10,681810,6,6.6263,1
632209,2021-04-11,592135,9,0.5258,0
632209,2021-04-11,592254,24,17.0601,0
632209,2021-04-11,596133,24,15.6882,0
632209,2021-04-11,608334,8,0.0,0
632209,2021-04-11,676840,8,0.3141,0
632210,2021-04-13,451584,4,4.9458,0
632210,2021-04-13,518633,27,32.8692,5
632210,2021-04-13,518813,7,22.9452,7
632210,2021-04-13,592222,3,1.9214,0
632210,2021-04-13,605164,28,24.8115,0
632210,2021-04-13,641394,3,4.0705,1
632211,2021-04-13,446321,1,0.2466,0
632211,2021-04-13,458708,9,6.1917,0
632211,2021-04-13,542914,4,0.1204,0
632211,2021-04-13,542947,1,0.0,0
632211,2021-04-13,594795,11,1.1433,0
632211,2021-04-13,595928,6,4.3585,0
632211,2021-04-13,608331,25,28.391,1
632211,2021-04-13,641154,22,21.1819,2
632211,2021-04-13,647315,4,0.0206,0
632211,2021-04-13,657097,4,0.0,0
632211,2021-04-13,669294,6,0.0,0
632212,2021-04-13,456034,3,0.1141,0
632212,2021-04-13,468504,13,2.3378,0
632212,2021-04-13,518397,3,0.1168,0
632212,2021-04-13,545333,24,18.5314,0
632212,2021-04-13,596112,7,0.4045,0
632212,2021-04-13,622608,16,10.5166,0
632212,2021-04-13,641386,3,0.0,0
632213,2021-04-13,606160,6,13.0453,6
632213,2021-04-13,607644,21,18.0935,0
632213,2021-04-13,608665,3,9.4663,3
632213,2021-04-13,643316,4,4.5415,0
632213,2021-04-13,656945,4,7.0972,2
632213,2021-04-13,656954,21,24.1277,4
632213,2021-04-13,664042,3,3.3082,0
632214,2021-04-11,445276,3,1.0884,0
632214,2021-04-11,453286,21,23.0266,0
632214,2021-04-11,477132,23,30.3314,5
632214,2021-04-11,543272,3,0.3284,0
632214,2021-04-11,595014,5,3.7783,0
632214,2021-04-11,608349,3,6.17,3
632214,2021-04-11,663432,5,4.0136,0
632215,2021-04-11,517008,5,10.8247,3
632215,2021-04-11,533167,24,20.17,0
632215,2021-04-11,570663,3,7.6681,3
632215,2021-04-11,573204,4,7.2206,4
632215,2021-04-11,606160,3,2.6995,0
632215,2021-04-11,608716,4,2.5352,0
632215,2021-04-11,623167,26,16.7654,0
632215,2021-04-11,660896,2,0.8478,0
632215,2021-04-11,664054,5,7.1965,4
632215,2021-04-11,676684,8,6.1106,0
632216,2021-04-12,543766,3,7.7656,3
632216,2021-04-12,572971,20,24.8676,4
632216,2021-04-12,605359,4,7.0284,4
632216,2021-04-12,607481,3,5.8589,3
632216,2021-04-12,615698,8,15.3377,8
632216,2021-04-12,661403,4,6.3337,3
632216,2021-04-12,663474,15,16.5533,0
632216,2021-04-12,664208,4,4.1818,0
632216,2021-04-12,676051,8,22.6087,8
632217,2021-04-10,458677,5,1.5507,0
632217,2021-04-10,502042,10,10.1183,0
632217,2021-04-10,552640,7,3.911,0
632217,2021-04-10,570666,3,0.0404,0
632217,2021-04-10,593334,21,13.0127,0
632217,2021-04-10,605488,7,3.4996,0
632217,2021-04-10,607391,3,0.3413,0
632217,2021-04-10,642003,3,0.7453,0
632217,2021-04-10,642528,10,1.6151,0
632217,2021-04-10,657044,3,1.0251,0
632218,2021-04-10,424144,2,0.0,0
632218,2021-04-10,641302,9,0.0,0
632218,2021-04-10,650530,7,0.4987,0
632218,2021-04-10,650644,24,16.8168,0
632218,2021-04-10,656638,3,0.2188,0
632218,2021-04-10,663986,6,0.0,0
632218,2021-04-10,669373,20,15.1562,0
632219,2021-04-12,518858,5,11.0026,4
632219,2021-04-12,519293,3,10.0257,3
632219,2021-04-12,542914,2,2.1244,0
632219,2021-04-12,554340,5,6.9462,2
632219,2021-04-12,571670,3,7.7656,3
632219,2021-04-12,592426,4,8.4259,4
632219,2021-04-12,621345,3,3.8544,0
632219,2021-04-12,643256,4,5.9974,1
632219,2021-04-12,645261,27,28.8792,0
632219,2021-04-12,657097,6,11.0121,3
632219,2021-04-12,660623,22,30.1341,5
632220,2021-04-12,425844,27,20.1772,0
632220,2021-04-12,542585,3,0.6828,0
632220,2021-04-12,571656,4,0.7337,0
632220,2021-04-12,642397,2,0.3494,0
632220,2021-04-12,663554,27,18.6755,0
632220,2021-04-12,677651,16,1.8292,0
632221,2021-04-12,605177,6,3.4348,1
632221,2021-04-12,608718,3,0.8299,0
632221,2021-04-12,623352,2,0.586,0
632221,2021-04-12,623364,5,0.1257,0
632221,2021-04-12,640470,19,27.1484,8
632221,2021-04-12,642207,4,0.8683,0
632221,2021-04-12,642547,22,25.932,0
632221,2021-04-12,656876,4,0.3672,0
632221,2021-04-12,657006,7,0.3756,0
632222,2021-04-10,453192,6,0.9768,0
632222,2021-04-10,458676,11,2.9389,0
632222,2021-04-10,593372,23,22.6546,0
632222,2021-04-10,605288,23,28.0894,4
632222,2021-04-10,608718,5,6.5324,2
632222,2021-04-10,643778,6,5.8532,0
632222,2021-04-10,656420,3,0.3936,0
632222,2021-04-10,663765,7,0.7492,0
632222,2021-04-10,664854,3,1.4936,0
632223,2021-04-14,573204,10,2.6276,0
632223,2021-04-14,593958,20,19.8152,0
632223,2021-04-14,608648,4,5.0442,2
632223,2021-04-14,621244,18,23.6238,2
632223,2021-04-14,660825,5,0.6613,0
632223,2021-04-14,676477,3,0.9275,0
632224,2021-04-13,453281,3,4.1952,1
632224,2021-04-13,491624,4,7.7517,4
632224,2021-04-13,592644,10,12.357,4
632224,2021-04-13,594987,5,10.2561,5
632224,2021-04-13,657024,6,2.9203,0
632224,2021-04-13,665152,14,17.4852,0
632224,2021-04-13,676606,18,16.8423,0
632224,2021-04-13,676684,5,4.0847,0
632225,2021-04-11,571521,6,1.4112,0
632225,2021-04-11,572193,5,0.3423,0
632225,2021-04-11,592094,4,0.9972,0
632225,2021-04-11,592866,23,17.5745,0
632225,2021-04-11,595465,4,0.1328,0
632225,2021-04-11,605195,4,0.2883,0
632225,2021-04-11,607572,3,1.0226,0
632225,2021-04-11,608717,2,0.6249,0
632225,2021-04-11,664141,22,21.8762,0
632225,2021-04-11,670280,3,0.1112,0
632226,2021-04-13,544727,5,1.4467,0
632226,2021-04-13,573186,20,21.9594,1
632226,2021-04-13,605400,24,23.3573,0
632226,2021-04-13,675921,6,1.5749,0
632227,2021-04-10,448855,13,0.025,0
632227,2021-04-10,500779,15,13.8003,0
632227,2021-04-10,543548,10,0.1681,0
632227,2021-04-10,571927,24,12.998,0
632227,2021-04-10,642083,5,0.0,0
632227,2021-04-10,642545,15,0.7501,0
632228,2021-04-11,542585,6,4.7795,0
632228,2021-04-11,543766,3,5.1695,3
632228,2021-04-11,570632,21,24.4187,0
632228,2021-04-11,596057,5,4.6064,0
632228,2021-04-11,621295,4,7.7061,4
632228,2021-04-11,642397,4,0.4835,0
632228,2021-04-11,661403,4,1.9002,0
632228,2021-04-11,663531,20,24.5716,1
632228,2021-04-11,675916,4,10.3603,4
632229,2021-04-13,502706,6,0.0,0
632229,2021-04-13,543606,17,20.29,1
632229,2021-04-13,571510,27,19.413,0
632229,2021-04-13,642130,4,0.3844,0
632229,2021-04-13,650530,4,0.6553,0
632229,2021-04-13,650556,8,1.746,0
632229,2021-04-13,670550,12,0.9068,0
632230,2021-04-12,453192,4,2.2399,0
632230,2021-04-12,543272,5,2.3811,0
632230,2021-04-12,543339,3,2.4675,0
632230,2021-04-12,606149,7,5.725,0
632230,2021-04-12,607200,18,24.1638,4
632230,2021-04-12,607231,23,29.1792,5
632230,2021-04-12,640448,5,7.2494,2
632230,2021-04-12,643778,1,0.0535,0
632230,2021-04-12,663432,5,7.5187,2
632230,2021-04-12,664854,6,1.019,0
632231,2021-04-12,433589,4,3.2322,0
632231,2021-04-12,461872,1,0.0417,0
632231,2021-04-12,518516,24,22.2369,0
632231,2021-04-12,518617,4,5.8133,1
632231,2021-04-12,592233,5,1.6953,0
632231,2021-04-12,592761,7,2.385,0
632231,2021-04-12,605135,22,24.9162,1
632231,2021-04-12,605525,5,4.7679,0
632231,2021-04-12,642152,4,0.7008,0
632231,2021-04-12,656464,5,4.7345,0
632231,2021-04-12,676840,1,0.1502,0
632232,2021-04-11,503285,2,5.5011,2
632232,2021-04-11,543521,7,15.6085,5
632232,2021-04-11,547973,4,3.9443,1
632232,2021-04-11,608379,17,23.8697,4
632232,2021-04-11,641703,6,7.6766,0
632232,2021-04-11,642003,4,8.7895,4
632232,2021-04-11,643338,7,8.3513,1
632232,2021-04-11,650895,6,17.6974,6
632232,2021-04-11,656061,3,0.7623,0
632232,2021-04-11,656756,23,25.3678,0
632232,2021-04-11,657044,5,12.9946,5
632233,2021-04-11,453178,6,2.7525,0
632233,2021-04-11,453343,3,2.6995,0
632233,2021-04-11,489334,12,15.0212,1
632233,2021-04-11,592314,26,29.8611,0
632233,2021-04-11,592865,5,8.7761,5
632233,2021-04-11,613534,5,11.2487,5
632233,2021-04-11,621129,3,3.4994,0
632233,2021-04-11,641941,6,18.3503,6
632233,2021-04-11,657612,3,5.5733,3
632233,2021-04-11,670970,3,3.2743,0
632234,2021-10-03,519242,14,16.2607,0
632234,2021-10-03,527048,4,1.1594,0
632234,2021-10-03,572070,7,5.8649,0
632234,2021-10-03,593958,3,7.7656,3
632234,2021-10-03,600921,4,9.1504,4
632234,2021-10-03,601713,3,2.6995,0
632234,2021-10-03,607200,6,5.0088,0
632234,2021-10-03,617228,5,4.4193,0
632234,2021-10-03,640448,3,9.6395,3
632234,2021-10-03,641907,3,1.202,0
632234,2021-10-03,664584,3,1.2561,0
632234,2021-10-03,672851,24,29.344,3
632234,2021-10-03,676477,3,6.2259,3
632235,2021-10-03,547943,23,10.7449,0
632235,2021-10-03,606930,6,0.0,0
632235,2021-10-03,607216,10,0.302,0
632235,2021-10-03,621098,7,1.5729,0
632235,2021-10-03,622253,6,0.0,0
632235,2021-10-03,641632,5,0.0,0
632235,2021-10-03,643256,4,0.0,0
632235,2021-10-03,650959,6,2.2176,0
632235,2021-10-03,657240,6,0.2712,0
632235,2021-10-03,663878,5,0.5069,0
632235,2021-10-03,669145,7,5.6613,0
632236,2021-10-03,456713,3,0.3195,0
632236,2021-10-03,543238,3,0.5014,0
632236,2021-10-03,543766,1,0.078,0
632236,2021-10-03,592314,9,2.2211,0
632236,2021-10-03,605194,4,0.2916,0
632236,2021-10-03,621295,3,0.3936,0
632236,2021-10-03,623454,3,0.0,0
632236,2021-10-03,641540,17,16.1257,0
632236,2021-10-03,642701,3,0.5076,0
632236,2021-10-03,650644,22,15.9819,0
632236,2021-10-03,661403,3,0.132,0
632237,2021-10-03,448281,4,0.8881,0
632237,2021-10-03,542881,12,10.9341,0
632237,2021-10-03,572125,4,3.0091,0
632237,2021-10-03,573109,3,1.2617,0
632237,2021-10-03,594577,7,2.5017,0
632237,2021-10-03,594987,3,0.233,0
632237,2021-10-03,608716,4,0.4035,0
632237,2021-10-03,628452,4,0.8006,0
632237,2021-10-03,650671,6,2.8718,0
632237,2021-10-03,657024,7,1.5603,0
632237,2021-10-03,661383,5,4.8816,0
632237,2021-10-03,662253,4,1.34,0
632237,2021-10-03,664948,5,3.5406,0
632237,2021-10-03,670990,5,3.5814,0
632237,2021-10-03,672282,10,9.6695,0
632238,2021-10-03,519008,3,3.4401,0
632238,2021-10-03,607352,13,25.4483,13
632238,2021-10-03,621052,1,1.244,0
632238,2021-10-03,621219,16,17.8564,0
632238,2021-10-03,656427,3,3.3082,0
632238,2021-10-03,663765,23,28.9624,3
632239,2021-10-03,502085,3,7.7656,3
632239,2021-10-03,543521,3,6.2259,3
632239,2021-10-03,547973,4,13.4583,4
632239,2021-10-03,552640,1,1.6255,1
632239,2021-10-03,592791,13,16.9536,0
632239,2021-10-03,593974,6,9.3571,5
632239,2021-10-03,605280,3,4.9855,2
632239,2021-10-03,608379,16,19.6371,0
632239,2021-10-03,608638,4,6.9158,4
632239,2021-10-03,642528,5,11.4306,5
632239,2021-10-03,643338,5,9.3372,5
632239,2021-10-03,676596,3,4.5401,1
632240,2021-10-03,571710,5,1.5677,0
632240,2021-10-03,605521,3,0.571,0
632240,2021-10-03,607237,3,0.8377,0
632240,2021-10-03,607455,4,0.992,0
632240,2021-10-03,607572,2,0.1681,0
632240,2021-10-03,641771,4,0.4946,0
632240,2021-10-03,656605,13,14.6866,0
632240,2021-10-03,664074,12,14.4381,6
632240,2021-10-03,664918,3,0.3917,0
632240,2021-10-03,665661,3,0.1899,0
632240,2021-10-03,665665,25,23.8158,0
632241,2021-10-03,489334,4,1.3426,0
632241,2021-10-03,606424,1,0.0155,0
632241,2021-10-03,608678,3,0.0649,0
632241,2021-10-03,622503,14,0.3133,0
632241,2021-10-03,656803,3,0.0,0
632241,2021-10-03,657277,27,20.0367,0
632241,2021-10-03,659275,5,4.8186,0
632241,2021-10-03,663753,14,14.6597,0
632241,2021-10-03,665645,5,0.0155,0
632242,2021-10-03,474463,3,3.6138,0
632242,2021-10-03,502202,1,0.0638,0
632242,2021-10-03,519326,4,6.6251,2
632242,2021-10-03,594311,6,6.6417,0
632242,2021-10-03,596057,7,0.0526,0
632242,2021-10-03,608718,6,0.3255,0
632242,2021-10-03,621111,20,23.464,0
632242,2021-10-03,623352,4,0.2631,0
632242,2021-10-03,641360,3,1.2894,0
632242,2021-10-03,656578,13,1.1748,0
632242,2021-10-03,676879,8,13.0642,6
632242,2021-10-03,677865,1,0.3489,0
632243,2021-10-03,543883,6,4.4755,0
632243,2021-10-03,573668,5,5.1965,0
632243,2021-10-03,605130,3,0.233,0
632243,2021-10-03,606303,5,1.7916,0
632243,2021-10-03,607457,7,3.7628,0
632243,2021-10-03,622251,3,0.2533,0
632243,2021-10-03,656212,16,7.4025,0
632243,2021-10-03,660896,4,0.8274,0
632243,2021-10-03,663804,18,15.9499,2
632243,2021-10-03,669395,7,1.8309,0
632244,2021-10-02,493603,4,13.5311,4
632244,2021-10-02,518489,6,13.2919,6
632244,2021-10-02,570663,4,3.0456,0
632244,2021-10-02,572070,4,7.1374,4
632244,2021-10-02,607560,1,0.1502,0
632244,2021-10-02,608723,3,3.4401,0
632244,2021-10-02,640448,4,4.6121,0
632244,2021-10-02,656354,4,6.6443,2
632244,2021-10-02,656557,15,20.0514,4
632244,2021-10-02,663432,7,16.0142,4
632244,2021-10-02,666168,3,0.7087,0
632244,2021-10-02,680686,22,26.7137,1
632245,2021-10-03,425844,9,13.7014,4
632245,2021-10-03,489265,6,5.3758,0
632245,2021-10-03,608344,23,31.8774,8
632245,2021-10-03,642130,3,10.2252,3
632245,2021-10-03,642152,4,6.1655,2
632245,2021-10-03,642758,6,0.7997,0
632245,2021-10-03,664353,24,29.2415,4
632246,2021-10-03,453178,3,1.5006,0
632246,2021-10-03,542914,4,5.6603,3
632246,2021-10-03,542947,3,4.0705,1
632246,2021-10-03,571670,3,10.1309,3
632246,2021-10-03,592135,1,0.4943,0
632246,2021-10-03,593576,7,5.4962,0
632246,2021-10-03,595345,7,8.7377,0
632246,2021-10-03,605507,3,4.1952,1
632246,2021-10-03,621237,4,4.2089,0
632246,2021-10-03,622554,3,1.2859,0
632246,2021-10-03,641154,9,10.9814,0
632246,2021-10-03,647315,3,3.0067,0
632246,2021-10-03,658431,4,2.5654,0
632246,2021-10-03,663559,10,8.2415,0
632246,2021-10-03,669622,5,10.4311,3
632247,2021-10-02,548389,7,0.0,0
632247,2021-10-02,592831,14,0.9196,0
632247,2021-10-02,607644,17,9.2195,0
632247,2021-10-02,657093,8,0.0,0
632247,2021-10-02,666201,24,11.7766,0
632248,2021-10-01,453284,5,1.5677,0
632248,2021-10-01,543766,5,0.759,0
632248,2021-10-01,605194,5,0.668,0
632248,2021-10-01,621295,1,0.2466,0
632248,2021-10-01,622250,4,0.2662,0
632248,2021-10-01,663465,14,2.434,0
632248,2021-10-01,669212,23,19.8904,2
632248,2021-10-01,675916,3,0.8377,0
632248,2021-10-01,675921,20,22.07,0
632249,2021-10-02,519151,4,0.1112,0
632249,2021-10-02,543606,19,16.2832,0
632249,2021-10-02,548384,4,1.1657,0
632249,2021-10-02,592773,5,3.6955,0
632249,2021-10-02,594580,7,0.2862,0
632249,2021-10-02,608665,6,0.2579,0
632249,2021-10-02,621076,15,3.8513,0
632249,2021-10-02,621112,14,12.7702,0
632249,2021-10-02,642758,3,0.0946,0
632249,2021-10-02,664208,4,2.4496,0
632250,2021-10-01,547179,5,6.3503,2
632250,2021-10-01,605521,3,2.8475,0
632250,2021-10-01,607237,3,7.3215,3
632250,2021-10-01,607455,3,6.5336,3
632250,2021-10-01,608371,2,2.2181,0
632250,2021-10-01,608717,6,15.4724,6
632250,2021-10-01,622491,23,24.6268,0
632250,2021-10-01,640444,21,27.2462,4
632250,2021-10-01,664294,3,0.0147,0
632250,2021-10-01,670280,5,0.0,0
632251,2021-10-02,543475,24,23.5812,0
632251,2021-10-02,543766,1,0.0381,0
632251,2021-10-02,607359,3,2.0483,0
632251,2021-10-02,656529,10,0.915,0
632251,2021-10-02,656685,6,0.2467,0
632251,2021-10-02,663474,19,17.4268,0
632251,2021-10-02,663986,8,2.5254,0
632252,2021-10-03,571800,6,13.1049,6
632252,2021-10-03,572193,3,7.2916,3
632252,2021-10-03,605242,4,2.3521,0
632252,2021-10-03,625643,5,5.1913,1
632252,2021-10-03,641302,24,32.9638,9
632252,2021-10-03,641582,3,0.2072,0
632252,2021-10-03,641729,4,10.5581,4
632252,2021-10-03,656302,18,23.042,1
632252,2021-10-03,656629,11,13.6496,3
632253,2021-10-03,453268,7,5.9398,0
632253,2021-10-03,573009,1,0.0417,0
632253,2021-10-03,598287,4,2.4324,0
632253,2021-10-03,605525,5,17.1186,5
632253,2021-10-03,608032,3,3.5135,1
632253,2021-10-03,623485,12,12.0328,0
632253,2021-10-03,641755,7,13.1647,2
632253,2021-10-03,642068,5,4.1615,0
632253,2021-10-03,642203,4,1.7176,0
632253,2021-10-03,650668,21,19.2923,0
632253,2021-10-03,656458,5,4.452,0
632253,2021-10-03,664092,3,1.4936,0
632254,2021-10-03,450203,9,11.3072,0
632254,2021-10-03,455119,6,1.3825,0
632254,2021-10-03,519293,3,0.1965,0
632254,2021-10-03,554431,3,0.8027,0
632254,2021-10-03,592390,3,0.1811,0
632254,2021-10-03,592426,3,1.1688,0
632254,2021-10-03,592789,5,4.4579,0
632254,2021-10-03,592866,21,7.0603,0
632254,2021-10-03,607229,3,0.0676,0
632254,2021-10-03,675911,5,2.303,0
632255,2021-10-02,518553,6,19.1163,6
632255,2021-10-02,594987,2,2.5788,1
632255,2021-10-02,608716,4,2.9825,0
632255,2021-10-02,623149,6,7.4913,0
