game_pk,official_date,season,home_elo,away_elo,elo_diff,home_off,home_def,away_off,away_def,home_recent_off,home_recent_def,away_recent_off,away_recent_def,home_rest,away_rest,rest_diff,home_games_played,away_games_played,home_sp_rate,away_sp_rate,home_sp_recent,away_sp_recent,home_sp_starts,away_sp_starts,home_sp_rest,away_sp_rest,park_factor,elevation_km,temp_c,air_density_index,wind_out_to_center_ms,wind_left_to_right_ms,precip_mm,roof_retractable,roof_dome,expected_home_runs_prior,expected_away_runs_prior
662122,2022-04-10,2022,1563.842895519957,1465.1826288195164,122.66026670044062,4.4523809523809526,4.4523809523809526,4.4523809523809526,4.4523809523809526,3.5,3.5,3.5,3.5,1,1,0,2,2,3.8292682926829267,3.8285714285714287,3.9,4.6,31,25,15,15,0.9745736700485097,0.0,16.7,1.0092,8.679,0.607,0.0,0,0,4.293256068017931,4.293256068017931
662570,2022-04-10,2022,1446.8560974995398,1497.2765669952707,-26.420469495730913,4.27906976744186,4.5813953488372094,4.5813953488372094,4.27906976744186,1.3333333333333333,5.666666666666667,5.666666666666667,1.3333333333333333,1,1,0,3,3,5.324324324324325,5.217391304347826,6.4,5.9,27,13,15,15,1.0066159338285399,0.0,9.6,0.98248,0.229,6.566,0.0,0,0,4.095906382512955,4.695121420101172
662755,2022-04-10,2022,1479.0772512512556,1493.0465054843446,10.030745766910968,4.380952380952381,4.309523809523809,4.309523809523809,4.380952380952381,2.0,0.5,0.5,2.0,1,1,0,2,2,4.466666666666667,4.53125,3.9,3.3,20,22,15,15,1.0259090637583186,0.0,22.5,1.08129,7.003,-4.208,0.0,0,0,4.375557730234522,4.234039662104594
662887,2022-04-10,2022,1491.911467584914,1531.8585012985347,-15.94703371362084,4.4523809523809526,4.5,4.5,4.4523809523809526,3.5,4.5,4.5,3.5,1,1,0,2,2,4.641025641025641,4.0,4.2,2.75,29,4,15,15,0.9696065344437043,0.0,7.7,0.99375,0.627,-0.673,0.0,0,0,4.27137451536431,4.36322940499667
662934,2022-04-10,2022,1489.402277780607,1574.4443343147373,-61.042056534130325,4.428571428571429,4.4523809523809526,4.4523809523809526,4.428571428571429,3.0,3.5,3.5,3.0,1,1,0,2,2,5.026315789473684,3.619047619047619,4.6,2.4,28,32,15,15,1.0681315240014833,0.0,12.6,1.21057,0.893,2.749,0.1,0,0,4.655212673766102,4.705403283296532
663204,2022-04-10,2022,1465.865239396436,1523.695570515288,-33.83033111885197,4.619047619047619,4.380952380952381,4.380952380952381,4.619047619047619,7.0,2.0,2.0,7.0,1,1,0,2,2,3.7857142857142856,3.6486486486486487,4.0,3.7,32,27,15,15,1.0348378171527461,0.0,11.7,1.01465,0.623,-7.123,0.0,0,0,4.906419260060562,4.413639347130685
663395,2022-04-10,2022,1441.0138198721893,1492.0220671407976,-27.00824726860833,4.325581395348837,4.4186046511627906,4.4186046511627906,4.325581395348837,2.0,3.3333333333333335,3.3333333333333335,2.0,1,1,0,3,3,5.565217391304348,3.8684210526315788,6.9,3.7,13,28,15,15,1.0362670974549482,0.0,30.6,1.10817,3.285,3.914,0.0,1,0,4.308719007698021,4.496032956928505
661036,2022-04-11,2022,1474.2564749866137,1464.2663893153556,33.99008567125816,4.318181818181818,4.545454545454546,4.395348837209302,4.4186046511627906,2.5,5.0,3.0,3.3333333333333335,1,1,0,4,3,4.5,4.5,4.5,4.1,0,12,5,15,1.021798058252427,0.0,17.0,1.02062,4.715,1.298,0.0,0,0,4.332500575864766,4.5365241486894226
661315,2022-04-11,2022,1525.0324462289655,1535.5825128805488,13.449933348416607,4.488372093023256,4.441860465116279,4.651162790697675,4.72093023255814,4.333333333333333,3.6666666666666665,6.666666666666667,7.666666666666667,1,1,0,3,3,4.615384615384615,3.8333333333333335,4.2,3.6,29,20,15,15,0.9700897197336372,0.0,8.6,0.97761,0.085,-4.849,0.0,0,0,4.567891969165816,4.453750050336512
661572,2022-04-11,2022,1535.0262665240116,1449.220086986883,109.80617953712863,4.431818181818182,4.5227272727272725,4.2727272727272725,4.5227272727272725,3.75,4.75,2.0,4.75,1,1,0,4,4,4.37037037037037,4.625,4.9,4.833333333333333,17,6,15,15,1.0162439103845526,0.0,17.2,1.04537,-3.1,-0.436,0.0,0,0,4.526554745462874,4.3640630366513875
661637,2022-04-11,2022,1499.4081463915697,1494.9125775079276,28.495568883642136,4.511627906976744,4.441860465116279,4.5227272727272725,4.2727272727272725,4.666666666666667,3.6666666666666665,4.75,2.0,1,1,0,3,4,3.590909090909091,4.0,2.6,5.0,12,31,15,15,0.992884338006939,0.0,15.0,0.99962,3.931,0.623,0.0,0,0,4.253286067158689,4.432527695948525
661754,2022-04-11,2022,1481.5998698615265,1510.1027921688394,-4.502922307312929,4.511627906976744,4.4186046511627906,4.4186046511627906,4.511627906976744,4.666666666666667,3.3333333333333335,3.3333333333333335,4.666666666666667,1,1,0,3,3,4.896551724137931,4.024390243902439,4.9,3.7,19,31,15,15,1.0205032618825722,0.0,13.0,1.03079,2.809,-3.348,0.0,0,0,4.61602797478667,4.427638694064162
661915,2022-04-11,2022,1564.6271723834423,1510.3942582821965,78.2329141012458,4.534883720930233,4.27906976744186,4.441860465116279,4.511627906976744,5.0,1.3333333333333333,3.6666666666666665,4.666666666666667,1,1,0,3,3,4.28,4.777777777777778,3.7,5.125,15,8,15,15,0.9561246560122918,0.0,20.0,1.0,0.0,0.0,0.0,0,0,4.347118050230755,4.038464624829756
662042,2022-04-11,2022,1450.6581001809286,1493.6089973120168,-18.95089713108814,4.72093023255814,4.651162790697675,4.534883720930233,4.441860465116279,7.666666666666667,6.666666666666667,5.0,3.6666666666666665,1,1,0,3,3,4.809523809523809,4.484848484848484,4.3,4.4,11,23,15,15,0.9862394307285848,0.0,28.8,1.08426,6.95,0.0,0.0,1,0,4.595812925622189,4.622719523876547
662116,2022-04-11,2022,1564.7591350241178,1495.3275774725478,93.43155755157,4.4186046511627906,4.395348837209302,4.545454545454546,4.340909090909091,3.3333333333333335,3.0,5.0,2.75,1,1,0,3,4,3.9166666666666665,4.5,2.8,4.5,26,0,15,5,0.9722614025665225,0.0,10.5,0.98636,9.154,4.076,0.0,0,0,4.14415859750283,4.31659396488308
662754,2022-04-11,2022,1473.5048270899044,1498.6189296456957,-1.1141025557913053,4.348837209302325,4.604651162790698,4.604651162790698,4.348837209302325,2.3333333333333335,6.0,6.0,2.3333333333333335,1,1,0,3,3,4.238095238095238,4.064516129032258,3.9,4.1,11,21,15,15,1.0313605591119823,0.0,15.3,1.03722,-1.712,-0.523,0.0,0,0,4.334552898454048,4.859498751207999
662863,2022-04-11,2022,1487.5175229569977,1517.4238785037285,-5.906355546730765,4.372093023255814,4.627906976744186,4.441860465116279,4.488372093023256,2.6666666666666665,6.333333333333333,3.6666666666666665,4.333333333333333,1,1,0,3,3,4.964285714285714,4.696969696969697,5.0,6.0,18,23,15,15,0.970553508097948,0.0,17.4,1.04008,-0.488,-5.579,0.1,0,0,4.232385492197097,4.4335999386208655
663403,2022-04-11,2022,1422.4081527061603,1524.9473042843963,-78.53915157823599,4.27906976744186,4.534883720930233,4.395348837209302,4.604651162790698,1.3333333333333333,5.0,3.0,6.0,1,1,0,3,3,5.043478260869565,4.305555555555555,6.0,4.2,13,26,15,15,1.0747325834856882,0.0,13.9,0.99357,2.127,-4.0,0.0,0,0,4.705805838777789,4.760443406569922
661038,2022-04-12,2022,1477.1614447295176,1461.3614195724517,39.800025157065875,4.355555555555555,4.488888888888889,4.340909090909091,4.454545454545454,3.2,4.4,2.75,4.0,1,1,0,5,4,4.291666666666667,4.964285714285714,3.4,5.1,14,18,15,15,1.0212991493128063,0.0,22.0,1.03055,4.667,8.923,0.0,0,0,4.403392606060692,4.42242017719267
661314,2022-04-12,2022,1522.152578581334,1538.4623805281803,7.690198053153608,4.386363636363637,4.409090909090909,4.613636363636363,4.613636363636363,3.25,3.5,5.75,5.75,1,1,0,4,4,3.7083333333333335,4.82051282051282,3.8,5.2,14,29,15,15,0.9671358786337665,0.0,17.3,1.00978,2.38,0.0,0.0,0,0,4.349336155761287,4.371871576257459
661538,2022-04-12,2022,1536.252445926451,1506.8422005933107,53.41024533314021,4.627906976744186,4.372093023255814,4.318181818181818,4.5,6.333333333333333,2.6666666666666665,2.5,4.5,2,1,1,3,4,6.0,4.5,8.2,4.5,23,0,15,5,0.985919222575733,0.0,16.2,1.03184,-5.058,2.92,0.0,0,0,4.562742448664439,4.136367703829595
661571,2022-04-12,2022,1529.0122422776521,1455.2341112332424,97.77813104440975,4.377777777777778,4.666666666666667,4.4222222222222225,4.466666666666667,3.4,6.0,3.8,4.2,1,1,0,5,5,4.5,5.162790697674419,4.5,5.3,0,33,5,5,1.0185362401242006,0.0,23.8,1.07083,-1.561,-2.816,0.0,0,0,4.425896241448338,4.671015580223907
661636,2022-04-12,2022,1500.6809955286685,1493.6397283708288,31.041267157839684,4.5227272727272725,4.431818181818182,4.511111111111111,4.288888888888889,4.75,3.75,4.6,2.6,1,1,0,4,5,3.5952380952380953,4.241379310344827,3.2,4.7,32,19,15,5,0.9929938071236314,0.0,20.9,1.022,-0.532,2.504,0.0,0,0,4.280349399573211,4.4116341026923624
661753,2022-04-12,2022,1484.8604614370552,1570.2376147833274,-61.37715334627228,4.5,4.318181818181818,4.441860465116279,4.534883720930233,4.5,2.5,3.6666666666666665,5.0,1,2,-1,4,3,3.933333333333333,5.151515151515151,2.8,5.6,5,23,15,15,1.01792196286009,0.0,7.0,1.02028,-6.666,3.545,0.9,0,0,4.61615773855157,4.33878177498152
661944,2022-04-12,2022,1558.5568314700279,1516.4645991956108,66.09223227441703,4.4772727272727275,4.4772727272727275,4.636363636363637,4.454545454545454,4.25,4.25,6.0,4.0,1,1,0,4,4,4.5,4.5,4.5,4.5,0,0,5,5,0.9596732452879789,0.0,20.0,1.0,0.0,0.0,0.0,0,0,4.253317647734096,4.426922449682427
661995,2022-04-12,2022,1448.5806046500525,1495.686492842893,-23.10588819284044,4.704545454545454,4.681818181818182,4.568181818181818,4.431818181818182,6.75,6.5,5.25,3.75,1,1,0,4,4,4.875,5.041666666666667,6.7,5.3,22,14,15,15,0.9869243997893499,0.0,21.4,1.06345,2.519,-5.402,0.0,1,0,4.572681749024001,4.6906096989988315
662017,2022-04-12,2022,1525.139387913078,1470.7411290447367,78.39825886834137,4.627906976744186,4.441860465116279,4.409090909090909,4.7272727272727275,6.333333333333333,3.6666666666666665,3.5,7.0,2,1,1,3,4,4.363636363636363,4.52,3.0,4.0,1,15,15,15,0.9410109807382794,0.0,24.9,1.06893,2.601,-7.555,0.0,0,0,4.574856297242056,4.095398271115363
662104,2022-04-12,2022,1561.9848810193196,1498.101831477346,87.8830495419736,4.363636363636363,4.386363636363637,4.533333333333333,4.288888888888889,3.0,3.25,4.8,2.6,1,1,0,4,5,4.571428571428571,4.341463414634147,5.2,5.5,18,31,15,5,0.970899752665649,0.0,10.6,0.9795,9.717,2.604,0.0,0,0,4.0378968838135,4.290265439051844
662318,2022-04-12,2022,1445.5923860115279,1464.6135056273276,4.978880384200238,4.441860465116279,4.627906976744186,4.604651162790698,4.395348837209302,3.6666666666666665,6.333333333333333,6.0,3.0,2,2,0,3,3,5.6,4.545454545454546,6.7,3.6,10,23,15,15,0.9961656936160247,0.0,19.6,1.04343,-1.502,-3.718,0.0,0,0,4.321926010918199,4.717375237048087
662862,2022-04-12,2022,1489.7520964418766,1515.1893050188496,-1.4372085769730347,4.340909090909091,4.545454545454546,4.363636363636363,4.454545454545454,2.75,5.0,3.0,4.0,1,1,0,4,4,3.92,3.975609756097561,3.3,3.5,15,31,15,15,0.9682052869715528,0.0,14.4,1.01652,-1.408,2.649,0.0,0,0,4.160437686302462,4.267571512822272
663088,2022-04-12,2022,1501.8629770107962,1501.3826276908635,24.480349319932657,4.5227272727272725,4.431818181818182,4.7272727272727275,4.409090909090909,4.75,3.75,7.0,3.5,2,1,1,4,4,4.636363636363637,3.2962962962962963,4.1,2.7,34,17,5,5,1.0701614947149207,0.0,19.7,1.03876,-2.298,-3.163,0.0,0,0,4.74226981921077,4.982294562171394
663295,2022-04-12,2022,1425.09377742283,1522.2616795677266,-73.16790214489652,4.2272727272727275,4.431818181818182,4.295454545454546,4.545454545454546,1.5,3.75,2.25,5.0,1,1,0,4,4,6.25,4.066666666666666,8.0,3.2,10,20,15,15,1.070583788741678,0.0,19.3,1.01708,0.366,-3.481,0.0,0,0,4.57136328526061,4.528967577373111
663411,2022-04-12,2022,1437.7083095404391,1545.3899544926787,-83.6816449522396,4.340909090909091,4.545454545454546,4.545454545454546,4.318181818181818,2.75,5.0,5.0,2.5,2,2,0,4,4,4.324324324324325,3.9473684210526314,4.1,2.9,27,28,5,15,1.0392839545665824,0.0,20.6,1.06604,0.915,8.702,0.0,1,0,4.329156876861947,4.771735328588534
661313,2022-04-13,2022,1525.3002188967903,1535.314740212724,13.985478684066265,4.377777777777778,4.311111111111111,4.511111111111111,4.6,3.4,2.8,4.6,5.4,1,1,0,5,5,4.170731707317073,4.255813953488372,3.7,4.7,31,33,5,5,0.9645983973148444,0.0,14.5,1.0059,-2.223,-2.146,0.0,0,0,4.316637371094874,4.168758747111463
661530,2022-04-13,2022,1537.42729238179,1505.6673541379716,55.7599382438184,4.590909090909091,4.318181818181818,4.266666666666667,4.466666666666667,5.5,2.5,2.4,4.2,1,1,0,4,5,5.05,3.7209302325581395,5.7,3.1,30,33,15,5,0.9836830080474398,0.0,17.7,1.05507,-4.032,-5.977,4.1,0,0,4.482547417816179,4.027469824194232
661570,2022-04-13,2022,1532.735387906052,1451.5109656048426,105.22442230120942,4.630434782608695,4.6521739130434785,4.413043478260869,4.717391304347826,5.5,5.666666666666667,3.8333333333333335,6.166666666666667,1,1,0,6,6,3.923076923076923,5.375,2.7,6.9,29,14,6,5,1.0241262818914794,0.0,23.3,1.06915,-4.389,-2.637,0.0,0,0,4.9712393273793385,4.6723476095284235
661643,2022-04-13,2022,1498.2879829032174,1496.03274099628,26.2552419069375,4.4222222222222225,4.377777777777778,4.456521739130435,4.195652173913044,3.8,3.4,4.166666666666667,2.1666666666666665,1,1,0,5,6,4.953488372093023,3.4878048780487805,5.9,2.9,33,31,5,5,0.9893665865619444,0.0,25.3,1.04128,2.841,1.265,0.0,0,0,4.079291732698294,4.289379452313916
661734,2022-04-13,2022,1481.903494252568,1573.1945819678147,-67.2910877152467,4.444444444444445,4.377777777777778,4.5,4.4772727272727275,4.0,3.4,4.5,4.25,1,1,0,5,4,4.40625,4.0,5.3,3.5,22,22,15,15,1.0176700479273766,0.0,4.4,1.0069,3.724,-3.993,0.0,0,0,4.50013466760254,4.455133320926516
661943,2022-04-13,2022,1559.6825484195317,1515.338882246107,68.34366617342471,4.5777777777777775,4.555555555555555,4.711111111111111,4.555555555555555,5.2,5.0,6.4,5.0,1,1,0,5,5,3.611111111111111,4.372093023255814,2.7,4.3,26,33,5,5,0.964048889059442,0.0,20.0,1.0,0.0,0.0,0.0,0,0,4.467685551163812,4.597812314789942
662115,2022-04-13,2022,1565.723733270417,1494.3629792262486,95.36075404416829,4.555555555555555,4.333333333333333,4.478260869565218,4.478260869565218,5.0,3.0,4.333333333333333,4.333333333333333,1,1,0,5,6,3.5675675675675675,4.232558139534884,3.5,5.4,27,33,5,5,0.9742967388598457,0.0,10.4,0.97727,4.105,-2.37,0.0,0,0,4.417021071610444,4.201556629092861
662317,2022-04-13,2022,1444.1862268994996,1466.019664739356,2.1665621601437124,4.363636363636363,4.568181818181818,4.545454545454546,4.318181818181818,3.0,5.25,5.0,2.5,1,1,0,4,4,4.615384615384615,5.093023255813954,5.1,7.5,16,33,15,6,0.9931483270808313,0.0,23.2,1.06362,-0.923,-4.343,0.0,0,0,4.158637623038191,4.582709222755903
662885,2022-04-13,2022,1487.5639608932056,1517.3774405675206,-5.813479674314976,4.311111111111111,4.555555555555555,4.377777777777778,4.4222222222222225,2.8,5.0,3.4,3.8,1,1,0,5,5,4.690476190476191,4.372093023255814,4.7,3.9,32,33,5,5,0.9679765459866616,0.0,20.4,1.05524,-6.012,-5.606,0.2,0,0,4.100927575787222,4.289902091596305
663117,2022-04-13,2022,1498.0273799563047,1505.218224745355,16.80915521094971,4.533333333333333,4.555555555555555,4.844444444444444,4.4222222222222225,4.8,5.0,7.6,3.8,1,1,0,5,5,4.5,4.352941176470588,4.5,3.3,0,24,5,15,1.073111977099202,0.0,17.8,1.03846,-2.687,-5.51,0.5,0,0,4.780691777483589,5.262811989746318
663341,2022-04-13,2022,1436.6496011084248,1546.448662924693,-85.79906181626825,4.266666666666667,4.488888888888889,4.488888888888889,4.2444444444444445,2.4,4.4,4.4,2.2,1,1,0,5,5,4.7631578947368425,4.090909090909091,5.2,3.8,28,23,5,6,1.035998040633449,0.0,20.3,1.05623,0.498,1.298,0.0,1,0,4.1692312917541665,4.638997426612593
663433,2022-04-13,2022,1423.9951878423844,1523.3602691481722,-75.36508130578773,4.222222222222222,4.444444444444445,4.311111111111111,4.533333333333333,2.0,4.0,2.8,4.8,1,1,0,5,5,4.594594594594595,3.3333333333333335,5.0,2.8,27,29,5,6,1.0704538418593565,0.0,23.6,1.04099,3.159,-2.131,0.0,0,0,4.553173213768852,4.557872050934764
661292,2022-04-14,2022,1525.0882132948182,1526.2180705392286,22.87014275558954,4.304347826086956,4.478260869565218,4.659090909090909,4.454545454545454,3.0,4.333333333333333,6.25,4.0,1,2,-1,6,4,4.073170731707317,3.372093023255814,5.7,1.9,31,33,5,7,0.979937327034648,0.0,7.5,1.00519,6.133,-11.064,0.0,1,0,4.175385132582413,4.54356097064923
661312,2022-04-14,2022,1523.0145962040838,1537.6003629054305,9.414233298653244,4.369565217391305,4.3478260869565215,4.543478260869565,4.586956521739131,3.5,3.3333333333333335,4.833333333333333,5.166666666666667,1,1,0,6,6,4.2727272727272725,3.840909090909091,2.0,4.5,1,34,5,5,0.9654747016913503,0.0,19.0,1.02466,3.524,5.64,0.0,0,0,4.300225538062578,4.238273737733506
661418,2022-04-14,2022,1460.133239317482,1495.306271286831,-11.173031969348813,4.311111111111111,4.444444444444445,4.456521739130435,4.478260869565218,2.8,4.0,4.166666666666667,4.333333333333333,2,1,1,5,6,3.772727272727273,4.380952380952381,3.4,4.3,34,32,6,5,0.9481667996896349,0.0,26.6,1.04766,-3.472,-0.738,0.0,1,0,4.067905312162809,4.173358968038114
661529,2022-04-14,2022,1539.2748810993537,1503.819765420408,59.45511567894573,4.622222222222222,4.311111111111111,4.260869565217392,4.5,5.6,2.8,2.6666666666666665,4.5,1,1,0,5,6,4.0,4.333333333333333,2.3333333333333335,5.1,3,26,15,5,0.9846380475011431,0.0,8.9,1.00474,4.18,-12.14,0.0,0,0,4.551215864005283,4.019310479676164
661942,2022-04-14,2022,1557.058600040789,1517.9628306248496,63.09576941593946,4.521739130434782,4.543478260869565,4.695652173913044,4.5,4.666666666666667,4.833333333333333,6.0,4.5,1,1,0,6,6,5.0476190476190474,4.454545454545454,5.6,6.0,11,34,15,5,0.962989747356909,0.0,20.0,1.0,0.0,0.0,0.0,0,0,4.35438842283124,4.565554416580583
661993,2022-04-14,2022,1445.9921330662592,1478.3896249844872,-8.39749191822807,4.622222222222222,4.666666666666667,4.3478260869565215,4.456521739130435,5.6,6.0,3.3333333333333335,4.166666666666667,2,2,0,5,6,4.638888888888889,4.264705882352941,4.7,4.0,26,24,5,7,0.9852361158858643,0.0,22.7,1.05086,0.219,-4.184,0.0,1,0,4.5099804596213895,4.442288445218068
662237,2022-04-14,2022,1493.3479061409448,1529.8923376549785,-12.544431514033704,4.404255319148936,4.425531914893617,4.553191489361702,4.617021276595745,3.857142857142857,4.0,4.857142857142857,5.285714285714286,1,1,0,7,7,3.857142857142857,4.090909090909091,3.5,4.0,32,34,5,6,0.9741284141531774,0.0,16.7,1.01044,0.934,4.392,0.0,0,0,4.401878601211868,4.361994262943135
662307,2022-04-14,2022,1447.385030502475,1454.354015855916,17.031014646559015,4.4,4.511111111111111,4.382978723404255,4.638297872340425,3.6,4.6,3.7142857142857144,5.428571428571429,1,1,0,5,7,4.885714285714286,4.75,7.2,6.0,25,2,7,5,0.9926931796336429,0.0,14.4,1.02698,3.79,-3.413,0.0,0,0,4.50208651491532,4.361696179240313
662627,2022-04-14,2022,1576.5578982994743,1494.6528942584807,105.90500404099362,4.555555555555555,4.377777777777778,4.5,4.608695652173913,5.0,3.4,4.5,5.333333333333333,1,1,0,5,6,3.6363636363636362,4.5,3.7,4.5,34,0,6,5,0.9705899225048761,0.0,17.6,1.0315,2.252,1.697,0.0,0,0,4.528377673866013,4.249026994076902
662702,2022-04-14,2022,1469.6624464185861,1485.403498032242,8.258948386344173,4.4222222222222225,4.7555555555555555,4.369565217391305,4.6521739130434785,3.8,6.8,3.5,5.666666666666667,2,1,1,5,6,4.475,4.170731707317073,5.3,4.6,30,31,7,5,1.0357474436452065,0.0,14.7,1.03224,4.31,0.0,0.0,0,0,4.73519491519858,4.782784813843792
662950,2022-04-14,2022,1498.2749644266862,1462.8208611363805,59.45410329030574,4.555555555555555,4.355555555555555,4.488888888888889,4.355555555555555,5.0,3.2,4.4,3.2,2,1,1,5,5,4.382352941176471,4.95,3.9,5.4,24,10,6,5,1.0701578964482712,0.0,13.1,1.20539,-0.093,5.319,0.0,0,0,4.718677012816629,4.649623202872971
661267,2022-04-15,2022,1528.0955103111817,1523.210773522865,28.88473678831656,4.319148936170213,4.404255319148936,4.5777777777777775,4.466666666666667,3.2857142857142856,3.857142857142857,5.2,4.2,1,1,0,7,5,3.6578947368421053,4.2,4.0,3.9,28,10,5,6,0.9784122908604285,0.0,4.7,0.98865,3.345,-3.345,0.0,1,0,4.194605379981935,4.383657148081994
661417,2022-04-15,2022,1461.5640995624424,1493.8754110418706,-8.311311479428241,4.304347826086956,4.413043478260869,4.425531914893617,4.468085106382978,3.0,3.8333333333333335,4.0,4.285714285714286,1,1,0,6,7,3.774193548387097,4.482758620689655,2.8,4.9,21,19,6,5,0.9471739952645186,0.0,25.1,1.0423,-2.6,-0.895,0.0,1,0,4.048051672638367,4.110748769251622
661528,2022-04-15,2022,1535.5104878893699,1553.7879607498985,5.722527139471367,4.543478260869565,4.326086956521739,4.48936170212766,4.574468085106383,4.833333333333333,3.1666666666666665,4.428571428571429,5.0,1,1,0,6,7,4.162790697674419,3.857142857142857,3.7,2.1,33,11,6,6,0.9828999777766382,0.0,9.9,1.00699,3.654,-3.784,0.3,0,0,4.539686555801545,4.242058502093048
661792,2022-04-15,2022,1534.9028828132605,1521.2334699157402,37.66941289752026,4.446808510638298,4.553191489361702,4.723404255319149,4.468085106382978,4.142857142857143,4.857142857142857,6.0,4.285714285714286,1,1,0,7,7,4.310344827586207,4.083333333333333,3.6,2.0,19,2,15,5,1.0072470263180617,0.0,11.3,1.00419,1.546,11.002,0.0,1,0,4.4472684457622575,4.813871709302196
662014,2022-04-15,2022,1449.6622485252456,1474.7195095255008,-1.0572610002552665,4.739130434782608,4.673913043478261,4.361702127659575,4.574468085106383,6.333333333333333,5.833333333333333,3.5714285714285716,5.0,1,1,0,6,7,4.5,5.1875,4.5,6.333333333333333,0,6,5,7,0.9884621299500193,0.0,26.4,1.07738,5.324,-4.965,0.0,1,0,4.761971428796114,4.478000655519282
662192,2022-04-15,2022,1507.5841586303918,1544.7268173166449,-13.142658686253071,4.276595744680851,4.425531914893617,4.434782608695652,4.217391304347826,3.0,4.0,4.0,2.3333333333333335,1,2,-1,7,6,4.277777777777778,4.323529411764706,4.0,3.2,26,24,5,7,0.965141633439595,0.0,9.9,0.98189,1.729,-0.629,0.0,1,0,3.8683043328547195,4.209362708408767
662236,2022-04-15,2022,1498.4970804743523,1524.743163321571,-2.2460828472187586,4.5625,4.354166666666667,4.479166666666667,4.770833333333333,4.875,3.625,4.375,6.125,1,1,0,8,8,4.5,4.230769230769231,4.5,3.3333333333333335,0,3,5,6,0.9762872746380992,0.0,16.8,1.0112,0.0,3.9,0.0,0,0,4.722394204318606,4.2312373346704275
662291,2022-04-15,2022,1450.7930287700349,1450.9460175883562,23.84701118167868,4.5,4.5,4.375,4.729166666666667,4.5,4.5,3.75,5.875,1,1,0,6,8,5.205882352941177,5.2368421052631575,4.8,5.8,24,28,6,5,0.9948480784586721,0.0,18.9,1.0432,1.311,-5.681,0.0,0,0,4.704802371044137,4.35246034325669
662485,2022-04-15,2022,1499.0144526126664,1438.371446716473,84.64300589619347,4.553191489361702,4.23404255319149,4.239130434782608,4.434782608695652,4.857142857142857,2.7142857142857144,2.5,4.0,2,2,0,7,6,3.8684210526315788,5.232558139534884,3.0,7.1,28,33,6,6,0.9251089269190731,0.0,18.1,1.00644,1.602,3.435,0.0,0,0,4.15115174360973,3.6898809650626614
662620,2022-04-15,2022,1579.298842978476,1491.9119495794791,111.38689339899679,4.6521739130434785,4.3478260869565215,4.468085106382978,4.702127659574468,5.666666666666667,3.3333333333333335,4.285714285714286,5.857142857142857,1,1,0,6,7,3.75,4.454545454545454,3.3,4.9,14,23,6,6,0.9723300766136773,0.0,16.5,1.02889,2.808,1.192,0.0,0,0,4.726629524449301,4.1975396461891705
662701,2022-04-15,2022,1467.4130010905485,1487.6529433602796,3.7600577302689544,4.369565217391305,4.739130434782608,4.361702127659575,4.595744680851064,3.5,6.333333333333333,3.5714285714285716,5.142857142857143,1,1,0,6,7,5.081081081081081,4.775,4.1,5.1,27,30,6,5,1.0340681341586393,0.0,12.9,1.02792,-4.289,1.149,0.0,0,0,4.614564920611727,4.749974808875484
662960,2022-04-15,2022,1495.0325004518413,1466.0633251112254,52.96917534061595,4.5,4.369565217391305,4.5,4.304347826086956,4.5,3.5,4.5,3.0,1,1,0,6,6,4.372093023255814,3.813953488372093,5.2,4.1,33,33,6,5,1.0689135409148383,0.0,15.6,1.21436,-3.084,-1.309,0.0,0,0,4.600975676111695,4.670687428780054
663136,2022-04-15,2022,1508.592710443179,1566.7388063557207,-34.146095912541796,4.891304347826087,4.391304347826087,4.5,4.260869565217392,7.5,3.6666666666666665,4.5,2.6666666666666665,2,2,0,6,6,4.555555555555555,3.3714285714285714,4.6,3.1,26,25,6,6,0.98607670257123,0.0,8.5,1.00599,-4.499,1.29,0.0,0,0,4.5668958814735605,4.330162911291054
663265,2022-04-15,2022,1519.5379034284842,1478.5401779209083,64.99772550757598,4.478260869565218,4.478260869565218,4.3478260869565215,4.434782608695652,4.333333333333333,4.333333333333333,3.3333333333333335,4.0,2,2,0,6,6,4.2439024390243905,4.1875,4.2,3.6666666666666665,31,6,6,7,1.0770188313286146,0.0,18.1,1.00984,4.781,5.127,0.0,0,0,4.753270254962581,4.660068877414296
663357,2022-04-15,2022,1422.2672436957384,1525.7120762962538,-79.44483260051538,4.173913043478261,4.434782608695652,4.340425531914893,4.25531914893617,2.0,4.0,3.4285714285714284,2.857142857142857,2,1,1,6,7,4.853658536585366,4.048780487804878,4.6,4.4,31,31,6,5,1.0687116997747408,0.0,16.0,1.00219,3.799,-4.37,0.0,0,0,4.218165204167955,4.5714365400170225
661335,2022-04-16,2022,1523.1083599423853,1528.1979238916615,18.910436050723774,4.25,4.520833333333333,4.695652173913044,4.391304347826087,3.0,4.625,6.0,3.6666666666666665,1,1,0,8,6,4.243243243243243,4.425,3.8,4.4,27,30,5,6,0.9797983382400599,0.0,4.9,0.9819,6.199,-0.108,0.0,1,0,4.06355977477822,4.6220921608281085
661416,2022-04-16,2022,1465.54900175368,1489.890508850633,-0.3415070969531371,4.361702127659575,4.340425531914893,4.354166666666667,4.520833333333333,3.5714285714285716,3.4285714285714284,3.625,4.625,1,1,0,7,8,3.8055555555555554,3.608695652173913,4.5,2.9,26,13,6,5,0.947184816805068,0.0,26.0,1.04602,-4.26,1.062,0.1,1,0,4.150464595702665,3.977952309820811
