game_pk,event_id,official_date,commence_time,home_team,away_team,yrfi,market_prob_yrfi,market_books,provider_events,season,home_elo,away_elo,elo_diff,home_off,home_def,away_off,away_def,home_recent_off,home_recent_def,away_recent_off,away_recent_def,home_rest,away_rest,rest_diff,home_games_played,away_games_played,home_sp_rate,away_sp_rate,home_sp_recent,away_sp_recent,home_sp_starts,away_sp_starts,home_sp_rest,away_sp_rest,home_sp_k_rate,away_sp_k_rate,home_sp_bb_rate,away_sp_bb_rate,home_sp_hr_rate,away_sp_hr_rate,home_sp_depth,away_sp_depth,home_bp_rate,away_bp_rate,home_bp_workload,away_bp_workload,park_factor,elevation_km,ump_run_rate,ump_k_rate,temp_c,air_density_index,wind_out_to_center_ms,wind_left_to_right_ms,precip_mm,roof_retractable,roof_dome,expected_home_runs_prior,expected_away_runs_prior,feature_date,market_logit
717850,e953d2e8b37318941316c33addb2941b,2023-06-07,2023-06-07T23:20:00Z,Atlanta Braves,New York Mets,1.0,0.513806287170773,3,1,2023,1569.3856589521986,1512.2735204040669,81.11213854813172,4.852094099706353,4.187222469121444,4.460741289448014,4.596199388927008,4.556701491204007,4.217584572845664,4.262069404590038,4.35412815534902,1,1,0,60,61,4.094117647058823,3.4657534246575343,3.3,3.7,75,63,5,6,0.2735287062553184,0.3049623923645158,0.1032070885609432,0.0699118673401074,0.0285000594414767,0.0298037724758906,16.893333333333334,18.016129032258064,4.050751790684509,4.176316890728376,9.0,9.0,1.0103418095724062,0.3051,0.4354971367077915,0.1136720601611642,29.3,1.10244,3.21,-1.779,0.0,0,0,5.0070725814060815,4.193618150349401,2023-06-07,0.055239190657460135
717851,f5eea25e889f4bd17532dd447e185bbc,2023-06-07,2023-06-07T23:40:00Z,Milwaukee Brewers,Baltimore Orioles,1.0,0.4989542374299339,3,1,2023,1507.3100274771602,1517.33289010208,13.977137375080249,4.235381411200515,4.428386189283273,4.682762105839006,4.386784685464267,3.4102883864211866,5.046234123701025,4.317323515270722,4.172290269581593,1,1,0,61,60,3.614457831325301,4.357142857142857,5.0,3.7,73,46,5,5,0.3027666339488099,0.1907182269615273,0.079328507342709,0.0853718926999391,0.0237229371762395,0.0364908104802395,18.02739726027397,15.565217391304348,4.433345080557711,4.857178065377363,20.0,14.0,0.9765395355004188,0.18197,-0.0147219603621291,0.0105774433406011,17.6,1.03625,1.643,5.729,0.0,1,0,4.0319595047588646,4.500128340137635,2023-06-07,-0.004183056379833507
717852,66edc39a0e29fd66d6865d39b05f1ba3,2023-06-07,2023-06-08T00:40:00Z,Colorado Rockies,San Francisco Giants,0.0,0.5498210585797701,3,1,2023,1443.8093921954269,1513.651015884897,-45.84162368947045,4.295130072850029,4.859136784723107,4.588384664209598,4.527655840200763,4.136484993833803,5.47248699487252,4.926752805698706,3.9294945173724254,1,1,0,62,60,5.954545454545454,3.6875,7.1,3.3,12,70,6,5,0.190828746139031,0.2369417632656937,0.1055081426442296,0.0721082935300013,0.0413636067894086,0.0185903969157019,12.333333333333334,17.942857142857143,5.214295596728257,4.268003289417134,18.0,24.0,1.1620255464314726,1.58191,0.0509662921348326,0.1530786516853943,19.5,1.23156,-0.086,4.919,0.0,0,0,5.021724582184866,5.757343032699799,2023-06-07,0.19994772592855814
717853,481e40c6e25b400ba46c9101ac6b5ed9,2023-06-07,2023-06-07T23:10:00Z,Cincinnati Reds,Los Angeles Dodgers,1.0,0.585022807906741,3,1,2023,1449.0899368804185,1586.121147857777,-113.03121097735855,4.420043271420148,4.711846147129802,5.19018156955151,4.639039802692965,4.876711307038893,4.662950832825358,5.910036933891238,5.234239868619207,1,1,0,61,61,4.357142857142857,4.553191489361702,4.0,7.0,4,37,5,7,0.2184812472529791,0.1766378701716468,0.1072766117676369,0.0686292696422357,0.0313260985617511,0.0313037169833698,15.75,15.16216216216216,5.06372067566342,3.8465881743244896,25.0,10.0,1.0935130403077633,0.16307,-0.0672636304124196,0.212905639203214,24.2,1.05917,1.012,2.781,0.0,0,0,4.982715289406182,5.942717766433823,2023-06-07,0.34342727443763654
717854,ff9f7e8292395b48689b49a07d4e6e74,2023-06-07,2023-06-08T00:05:00Z,Texas Rangers,St. Louis Cardinals,0.0,0.5126539564703898,3,1,2023,1543.3075353681916,1506.7130446079886,60.59449076020292,5.61731642035038,4.083193565855599,4.621516360694258,4.630218889012653,6.496851487935565,3.548719426725745,4.90838601108038,4.296957173939007,1,1,0,60,62,4.4324324324324325,4.2444444444444445,3.2,4.9,64,35,5,5,0.239393919180387,0.2341138797414101,0.0952518091605339,0.1237829099800046,0.0321913004406971,0.0294426339408259,15.984375,14.971428571428572,4.535207813528439,4.104924972059262,16.0,21.0,1.0284167046915964,0.16612,-0.0484504301755865,-0.0522393745457954,30.4,1.08664,4.373,6.483,0.0,1,0,5.944112481033233,4.312618799510465,2023-06-07,0.05062663635409004
717856,7abd722003eaa564d5750dc3d89df8ec,2023-06-07,2023-06-07T23:07:00Z,Toronto Blue Jays,Houston Astros,0.0,0.5475460122699387,3,1,2023,1546.773603544981,1571.4477785769611,-0.6741750319802122,4.62060649553462,4.328188530382521,4.593876305343731,3.982480904523056,4.579809946156973,4.0154966216926855,5.0217587808120685,3.343270195450475,1,1,0,62,61,3.8607594936708862,4.2727272727272725,3.2,2.0,69,1,5,6,0.2316069659182119,0.2238014635213689,0.0871180470661994,0.0983076049548047,0.0271169226839707,0.0314840675189597,17.956521739130434,16.0,4.310815083834767,3.9609914677894498,32.0,13.0,0.9883264059114,0.0823,-0.0329831069389161,0.1632270397127513,20.1,1.03743,-3.71,1.064,0.0,1,0,4.041481280237344,4.366901058626958,2023-06-07,0.19076042543981944
717858,037491356764f7d94fc56f84fcf26770,2023-06-07,2023-06-07T23:10:00Z,Cleveland Guardians,Boston Red Sox,1.0,0.4745762711864407,3,1,2023,1497.951325824951,1503.0792102380476,18.87211558690342,4.005448211735843,4.332989484913354,4.701207213957515,4.610229651844435,3.7613422378236914,4.184325117073901,3.87551404334994,4.440833624472233,1,1,0,60,61,4.294117647058823,5.5,4.0,6.2,7,16,6,4,0.2383791246592868,0.2239582966717789,0.0897370407276701,0.0861249478499687,0.0253972669485102,0.0383192739705051,16.857142857142858,14.125,3.842473094331424,4.800441458410414,10.0,15.0,0.9485263763305448,0.19903,-0.0546418639309145,-0.0183858262477869,18.9,1.04622,-2.789,1.61,0.0,0,0,3.892338293564148,4.293722049864958,2023-06-07,-0.10178269430994223
717859,e4a0d2c34db17061fe7b719232eed45a,2023-06-07,2023-06-07T22:40:00Z,Tampa Bay Rays,Minnesota Twins,0.0,0.4673266386612402,2,1,2023,1584.7693048526107,1506.9768219968605,101.79248285575022,5.395550998473133,4.083113609292144,4.425344798679466,4.048615578668793,5.573158909425931,4.8974857526942,4.589571153249707,3.918810847159053,1,1,0,63,61,4.0,4.22972972972973,1.5,5.3,2,64,15,6,0.2330821928205023,0.2548962641466963,0.0931760423807021,0.0843752734524923,0.0327927132301069,0.0291612234975352,7.0,16.59375,3.994163609905777,4.497647363026575,16.0,6.0,0.9504721205516607,0.00457,-0.3965752992688198,0.2619315033016498,28.4,1.06392,0.0,0.0,0.0,0,1,4.613910995444273,3.8165015841098535,2023-06-07,-0.1308799522370178
717863,e99a6a5ce1de542fe3899e92fc7362ff,2023-06-07,2023-06-07T20:10:00Z,San Diego Padres,Seattle Mariners,0.0,0.4842767295597484,3,1,2023,1509.398419931315,1517.7079325986913,15.69048733262366,4.3187224103968855,4.226730087524717,4.506956388759845,4.417878630883427,4.0577424521473615,3.699126985219624,4.631122538925389,4.695600741533771,1,1,0,61,60,4.059701492537314,3.760869565217391,2.8,3.0,57,36,5,7,0.2176166346716334,0.2314876594563367,0.0742024242223192,0.0530518958387951,0.0325226378675684,0.0255548928534364,15.614035087719298,16.75,4.127002105700254,4.103312731652292,21.0,6.0,0.9238112031666158,0.00701,0.6421690590111648,-0.0545454545454546,19.6,1.02032,0.38,2.703,0.0,0,0,3.9168756295536618,3.9107367443761634,2023-06-07,-0.06291382541056956
717865,fbace7b0ca860f02374d99a1a152eb65,2023-06-07,2023-06-07T16:35:00Z,Pittsburgh Pirates,Oakland Athletics,1.0,0.5305455598295901,3,1,2023,1461.977769505476,1377.9259868167662,108.05178268870986,4.358108945586395,4.3769610099041865,3.920863014532564,5.978006141536618,3.965985048683095,4.6043730034853,3.053264265865709,5.6733738105973615,1,1,0,60,63,4.512820512820513,4.5,4.5,4.5,29,0,5,5,0.2031521722047847,0.2279239060396174,0.0990434657262915,0.0960782094777951,0.0306310343520349,0.0305872408433431,14.93103448275862,16.0,4.932038934039888,4.975172285181018,17.0,19.0,1.0049338979523783,0.23774,0.2322405858775784,-0.1168365579692221,21.6,1.05946,1.965,1.48,0.0,0,0,5.818076424189084,3.83247498989713,2023-06-07,0.12233458039030178
717866,d66c25c135e62675e003e7aafb45bd2a,2023-06-07,2023-06-07T23:05:00Z,Washington Nationals,Arizona Diamondbacks,1.0,0.5483133218982277,3,1,2023,1432.5055077714107,1510.6859057944157,-54.18039802300496,4.3503969590446525,4.764191756295714,4.755221098975973,4.539999647291154,4.831878536300865,5.605583048637949,4.7232311503137385,4.131866911088353,1,1,0,60,61,5.369047619047619,4.958333333333333,4.7,4.8,74,62,7,6,0.182576242403819,0.1813024605796714,0.0795417343942991,0.1067236620726339,0.041301430921735,0.0356026383751892,15.891891891891891,14.317460317460318,5.0426189298088975,5.351795820324497,15.0,14.0,1.017572682313825,0.01067,-0.1007472563272458,-0.098823122187607,24.2,1.04622,-2.238,1.748,0.0,0,0,4.466194490016612,5.122864555909707,2023-06-07,0.19385812942237163
717840,521ab665fd100cc276e8c3849d9d4413,2023-06-08,2023-06-08T23:20:00Z,Atlanta Braves,New York Mets,1.0,0.5,3,1,2023,1571.0790411832895,1510.580138172976,84.4989030103136,4.872651072390528,4.194763041144344,4.465526377232194,4.619063594337606,4.476687580767572,4.296488101226784,4.387183723235507,4.59484284343539,1,1,0,61,62,3.761904761904762,2.9545454545454546,3.9,3.2,32,34,5,6,0.3551931207560254,0.2574910405224695,0.0935382379194426,0.0624637695104863,0.0220822980714851,0.0238310015248251,16.59375,18.61764705882353,4.044764338142577,4.181818262751948,22.0,16.0,1.0116173093412162,0.3051,-0.3366473293292067,-0.2439203547683952,25.9,1.08825,4.07,0.285,0.0,0,0,5.059679321611644,4.210986313798773,2023-06-08,0.0
717843,2ce8d7247b0eeaad1a7dad883151be61,2023-06-08,2023-06-08T23:07:00Z,Toronto Blue Jays,Houston Astros,0.0,0.4861937128292268,3,1,2023,1548.162587912281,1570.058794209661,2.103793702619896,4.6052164754751725,4.305814107300565,4.5686777430652725,3.973196135159217,4.580495754873428,4.096441539810326,4.907180186826077,3.3082687629440306,1,1,0,63,62,4.0813953488372094,3.693333333333333,2.7,3.1,76,65,5,6,0.2299581554683439,0.2347384078729826,0.0789614795533154,0.0969193312473454,0.0315999275509746,0.0183758519104801,17.18421052631579,19.153846153846157,4.307744150398844,3.961595226503935,9.0,12.0,0.9868818306940504,0.0823,0.5239410227328758,0.3112631423224954,16.1,1.02306,-2.917,0.892,0.0,1,0,4.012755453244738,4.314181791939586,2023-06-08,-0.05523919065746069
717845,e74a8b33d4e7ba0747470c7030f7820d,2023-06-08,2023-06-08T17:10:00Z,Tampa Bay Rays,Minnesota Twins,0.0,0.4694544401704098,3,1,2023,1585.760675251002,1505.9854515984691,103.775223652533,5.363903560286474,4.05396933144828,4.3922738566682,4.029552851692241,5.32586326050083,4.856704014733531,4.471348397144009,3.882749215756293,1,1,0,64,62,4.666666666666667,3.959183673469388,5.5,1.8,2,39,15,6,0.1999165429803844,0.2363619280785889,0.1017470289637911,0.065259952127421,0.0256969553715988,0.0336543448967891,14.0,14.974358974358974,3.9832885498414514,4.500392712149981,28.0,9.0,0.9486740892838004,0.00457,0.0799544090191748,0.0999262498839606,29.4,1.06633,0.0,0.0,0.0,0,1,4.556615073946628,3.7538282173883903,2023-06-08,-0.12233458039030226
717848,d2ec617ac6a146e428b5b4358f3826a2,2023-06-08,2023-06-08T20:05:00Z,New York Yankees,Chicago White Sox,0.0,0.4694544401704098,3,1,2023,1565.0485182101893,1475.414666588394,113.63385162179544,4.656689120097158,4.245498248353247,4.334352776134217,4.787106038303673,5.371919498672316,4.2490390663920925,4.052382575340253,3.519217034093292,2,2,0,62,62,3.65625,4.323943661971831,2.8,6.1,22,61,6,8,0.2534921839461533,0.2545810815579569,0.0870150293756485,0.0756117479784474,0.0360478760414783,0.0350942204539547,16.0,17.016393442622952,3.74606719520154,4.611696381792588,9.0,9.0,0.9728553753710252,0.01676,0.2171211944757889,0.1526894847524715,20.1,1.03016,1.766,3.466,0.0,0,0,4.819323306534189,3.978219035192775,2023-06-08,-0.12233458039030226
717862,9407030eda1ab6568b3b7141cd014845,2023-06-08,2023-06-08T22:00:00Z,Philadelphia Phillies,Detroit Tigers,0.0,0.4936802190857384,3,1,2023,1496.1280838001358,1443.063576158398,77.06450764173769,4.32446723988765,4.63817432168649,4.000554695112955,4.72785009025217,4.043032970209901,4.2876145544427695,3.3793300386623844,4.729839165314777,2,2,0,61,59,3.7,4.5,3.6,4.5,70,0,6,5,0.2741457209086169,0.2279207788590148,0.0693398539299929,0.0960635758174313,0.0205729428885244,0.0305861931631133,18.642857142857142,16.0,4.894535049648362,4.538324439937635,6.0,15.0,1.0034432940774936,0.0060999999999999,0.1237604004833414,0.2730536854824805,22.8,1.04043,2.136,1.991,0.0,0,0,4.559073881816016,4.137591402417105,2023-06-08,-0.02528046997125456
717823,a4a9874df7f09fb74c2e09d8aedf84ba,2023-06-09,2023-06-10T02:15:00Z,San Francisco Giants,Chicago Cubs,0.0,0.4516866781017724,3,1,2023,1516.749482082629,1468.1368414754477,72.61264060718099,4.591238642932339,4.506384427887196,4.350988541237645,4.431223154186724,4.829036465628428,3.6773995021154553,3.264621280646609,5.514015576064808,1,1,0,62,62,4.172413793103448,3.7875,5.1,3.5,48,70,5,5,0.2107756939985563,0.2160273088706753,0.0660413398869007,0.0769978364256056,0.0286672687954289,0.0244030744923896,16.0625,16.760563380281692,4.247701534646315,4.785197392369112,23.0,14.0,0.9778795258528704,0.0,-0.2972988237024729,0.2336715823539634,14.7,1.00322,4.925,2.402,0.0,0,0,4.421059176131083,4.260779077781843,2023-06-09,-0.19385812942237146
717824,2ffcaebdeba8b4d6c59db5645efe0f3c,2023-06-09,2023-06-10T01:38:00Z,Los Angeles Angels,Seattle Mariners,1.0,0.4297407912687586,3,1,2023,1495.6910840640903,1513.7367406405383,5.954343423552245,4.688367424396068,4.565081361688451,4.494485699535103,4.481312729490549,4.277555965255981,4.301019744755682,4.54810865659001,5.128589645141878,1,2,-1,64,61,3.6575342465753424,4.35,3.9,3.3,63,70,7,7,0.3080358883750935,0.2562275854686844,0.0931480597745907,0.0906842002327481,0.0269051485917318,0.0232332460180801,17.49206349206349,17.514285714285716,4.725280103307668,4.121794585134035,22.0,13.0,1.0141921310926914,0.04602,0.0934970075909671,0.1575976596110813,19.8,1.02757,3.144,1.295,0.0,0,0,4.735159526713173,4.624196152142526,2023-06-09,-0.28290879369912314
717827,8d5e2f0a88501a3ac60f91c103a2e7fc,2023-06-09,2023-06-09T22:40:00Z,Tampa Bay Rays,Texas Rangers,1.0,0.4800554249244205,3,1,2023,1587.3204575016434,1541.6818863067133,69.63857119493014,5.352975061062861,4.03543824801452,5.561699426089485,4.052393317596826,5.287470976123805,4.692573761510499,6.32631501826312,3.4597118141401864,1,2,-1,65,61,3.571428571428572,4.706896551724138,3.2,4.2,18,48,6,6,0.3167466626782153,0.2782956709247399,0.0858777012235071,0.098467621725339,0.0298005294100271,0.0431508707402896,17.38888888888889,15.166666666666666,3.980811550251567,4.535094000757031,31.0,0.0,0.9478138954250348,0.00457,-0.0574335977923414,-0.2838622513510422,29.4,1.06522,0.0,0.0,0.0,0,1,4.568960128919656,4.727252257325101,2023-06-09,-0.07982065367312903
717828,f884c31c6ace337ab3386c37afcb12e0,2023-06-09,2023-06-10T00:10:00Z,Chicago White Sox,Miami Marlins,0.0,0.4524539877300614,3,1,2023,1475.3157870071318,1477.8007357360495,21.515051271082257,4.310301877420164,4.774090488462396,4.281485118176139,4.530099567155874,4.146274885683846,3.3513544429001016,5.094043965356558,3.870711039981326,1,2,-1,64,63,4.160919540229885,4.066666666666666,5.5,3.2,77,5,6,6,0.2927270016249893,0.2326890139748466,0.1095135320648184,0.101031667955802,0.025623289624691,0.0304988445013234,16.272727272727273,14.4,4.59165189527448,4.480930651775314,19.0,12.0,1.0152730215934922,0.18136,-0.1263027380747381,0.1458832443602524,21.3,1.04961,-2.656,0.139,0.0,0,0,4.405404258950607,4.611640212250096,2023-06-09,-0.19076042543981905
717834,d67b5202af7d8bb229dbcc263e7adb51,2023-06-09,2023-06-09T22:40:00Z,Detroit Tigers,Arizona Diamondbacks,1.0,0.4603905381806636,3,1,2023,1441.979829504753,1513.406847941057,-47.42701843630425,3.980480518592066,4.71046864499501,4.766408977464274,4.514759077888897,3.45905552038335,4.765871708475912,4.805320935240187,4.018278369737713,1,2,-1,60,62,4.216216216216216,4.121951219512195,2.9,3.1,27,72,6,7,0.2092470207093242,0.2202987471700747,0.0978217233159262,0.0806224682661843,0.0281951837635676,0.0282666926595515,16.77777777777778,17.875,4.533472826930394,5.343268163746454,23.0,7.0,0.9557140380433348,0.18288,0.3060010346611488,-0.2156719810625631,25.1,1.06391,1.407,-2.885,0.0,0,0,3.816678109884056,4.768380162740925,2023-06-09,-0.1587705337215504
717841,040d8425201bd08a5c14b9e08a31001c,2023-06-09,2023-06-09T23:05:00Z,New York Yankees,Boston Red Sox,0.0,0.4652958387516255,3,1,2023,1565.147397791451,1496.586408714015,92.56098907743626,4.6461815879136985,4.223156090558058,4.661109085682446,4.674276122867917,5.16107512886899,4.039688818635927,3.769234966512518,4.63712677952598,1,1,0,64,63,3.755813953488372,4.5,3.7,4.5,76,14,6,6,0.3081631965445381,0.2203774692350882,0.0710770068179935,0.0749155849556614,0.0348121557839422,0.0343004984395618,18.223684210526315,13.857142857142858,3.739954494638978,4.82464293940263,22.0,27.0,0.9714656662229096,0.01676,-0.0342145226606938,-0.0312473074271899,20.8,1.03246,0.121,-0.07,0.0,0,0,4.688408943908181,4.249534339490088,2023-06-09,-0.13904020866355743
