event_id,game_pk,official_date,season,market,close_point,close_prob,close_books,outcome,model_prob_gbm,model_prob_glm,model_prob_ensemble
1e45d1ea0186ca4c0dd0e7b90012b891,746301,2024-06-02,2024,totals,8.0,0.5108342361863488,11,0.0,0.5537710085016964,0.5460196690003856,0.549895338751041
1e62aec8bb5950c691bfab4824dc7115,745514,2024-04-21,2024,totals,8.0,0.5,14,0.0,0.5717702646640551,0.5278063369285243,0.5497883007962897
1e68bef9a3d025b16e6c3b89899842a5,662013,2022-09-19,2022,totals,7.0,0.4782608695652174,17,0.0,0.4975886593800291,0.48004111088776796,0.48881488513389854
1e70f6796beb4f64a4e4c88b6249f079,717479,2023-07-05,2023,totals,9.0,0.5021949078138718,16,1.0,0.5107850042500091,0.5094404592220574,0.5101127317360332
1e7ba5c10ef756911b63fae5c7ad4be1,662453,2022-05-25,2022,totals,8.0,0.5082019738920931,18,1.0,0.6000281398253111,0.6087286395440276,0.6043783896846693
1e81b3b84e809bfd27d1add24b283e5c,661040,2022-04-09,2022,totals,9.0,0.4891657638136511,17,0.0,0.16853657952047935,0.5448161187755958,0.3566763491480376
1e8752fc8381148034a8b1c9c5bf93db,716702,2023-09-05,2023,totals,9.0,0.4891657638136511,14,0.0,0.43911504777155574,0.5266135415176686,0.48286429464461217
1e91a06ae8ab66108d5a33da3a522d74,633589,2021-06-26,2021,totals,8.0,0.5,11,0.0,,,
1eb3f255c611cfa677a7a1ed601ee0ef,633807,2021-06-05,2021,totals,8.5,0.5,11,1.0,,,
1eb46fc7c2b84c2dee7ca45a613d3d2b,662007,2022-04-26,2022,totals,7.0,0.4935930292157868,16,0.0,0.43640789987246953,0.6326298952241739,0.5345188975483217
1ecaa07667b64f01b4392bcecb1e19d9,718727,2023-04-03,2023,totals,8.5,0.4868102879753792,10,1.0,0.5342838588899721,0.4543718667985148,0.49432786284424346
1ecea86ba1255506b623a496e4f54a26,634415,2021-04-23,2021,totals,8.5,0.5161610067229787,8,1.0,,,
1edc42fb1bbc736c975fe4382bb30730,745325,2024-06-26,2024,totals,8.0,0.485402443406396,9,0.0,0.5570599341008763,0.5278089224700612,0.5424344282854687
1eeb4ead32fb3cb5d37c0194e9ebe68e,718303,2023-05-05,2023,totals,9.0,0.5181119589145582,18,0.0,0.2870075619178147,0.41789212795429886,0.3524498449360568
1eec9d670bbbea32636e85e776e0bd03,716422,2023-09-26,2023,totals,9.0,0.480719794344473,9,1.0,0.43083448964863696,0.5240004351175552,0.4774174623830961
