game_pk,game_date,player_id,role,is_home,pitches,batters_faced,swings,whiffs,called_strikes,in_zone,batted_balls,barrels,xwoba_sum,xwoba_denom,woba_sum,woba_denom,launch_speed_sum,launch_speed_count,release_speed_sum,release_speed_count,spin_rate_sum,spin_rate_count,delta_run_exp_sum
745444,2024-03-20,506433,pitcher,1.0,73,17.0,32.0,6.0,10.0,38.0,11.0,0.0,4.913393,17.0,4.8,17.0,1695.0,20.0,6204.3,71.0,175258.0,71.0,-1.053
745444,2024-03-20,518489,pitcher,0.0,11,3.0,4.0,2.0,3.0,5.0,2.0,0.0,0.41,3.0,0.0,3.0,186.9,2.0,990.4,11.0,26187.0,11.0,-0.765
745444,2024-03-20,523260,pitcher,0.0,8,4.0,6.0,0.0,1.0,6.0,4.0,1.0,1.840181818181818,4.0,0.9,4.0,427.9,5.0,763.5,8.0,18683.0,8.0,-0.324
745444,2024-03-20,543339,pitcher,0.0,19,4.0,10.0,4.0,2.0,8.0,3.0,0.0,1.081,4.0,0.9,4.0,538.5,6.0,1741.3,19.0,46323.0,19.0,-0.447
745444,2024-03-20,593974,pitcher,1.0,21,5.0,6.0,2.0,3.0,6.0,2.0,0.0,1.922203176470588,5.0,1.4,5.0,262.3,3.0,1738.9,19.0,41354.0,19.0,-0.2779999999999999
745444,2024-03-20,607192,pitcher,0.0,77,20.0,37.0,13.0,10.0,35.0,13.0,1.0,6.235746222222223,20.0,4.6,20.0,1715.6,21.0,7167.3,77.0,200526.0,77.0,-1.493
745444,2024-03-20,623465,pitcher,0.0,12,3.0,5.0,1.0,4.0,8.0,2.0,0.0,0.296,3.0,0.0,3.0,305.6,4.0,1063.1,12.0,29419.0,12.0,-0.765
745444,2024-03-20,660853,pitcher,1.0,11,3.0,5.0,2.0,2.0,7.0,2.0,0.0,0.411,3.0,0.0,3.0,167.8,2.0,997.7,11.0,23629.0,11.0,-0.847
745444,2024-03-20,666745,pitcher,1.0,9,3.0,4.0,1.0,0.0,3.0,2.0,0.0,1.921131,3.0,1.6,3.0,187.1,2.0,817.7,9.0,18047.0,9.0,0.673
745444,2024-03-20,669093,pitcher,1.0,26,6.0,13.0,2.0,1.0,12.0,3.0,0.0,2.5962620000000003,6.0,2.3,6.0,654.7,8.0,2359.6,26.0,52508.0,26.0,0.289
745444,2024-03-20,670970,pitcher,1.0,11,4.0,8.0,0.0,1.0,7.0,4.0,1.0,2.434846153846153,4.0,2.7,4.0,668.8,8.0,1012.6,11.0,28788.0,11.0,1.1749999999999998
745444,2024-03-20,673513,pitcher,1.0,12,3.0,3.0,2.0,3.0,5.0,1.0,0.0,0.956131,3.0,0.7,3.0,94.2,1.0,948.2,11.0,22473.0,11.0,-0.22
745444,2024-03-20,676680,pitcher,1.0,14,4.0,7.0,0.0,2.0,6.0,3.0,0.0,1.869192,4.0,1.6,4.0,534.7,7.0,1205.5,14.0,34522.0,14.0,0.16
745444,2024-03-20,518692,batter,0.0,26,5.0,9.0,2.0,4.0,11.0,1.0,1.0,3.2563001538461536,5.0,2.1,5.0,485.2,6.0,2108.5,24.0,58110.0,24.0,0.12
