game_pk,game_date,player_id,role,is_home,pitches,batters_faced,swings,whiffs,called_strikes,in_zone,batted_balls,barrels,xwoba_sum,xwoba_denom,woba_sum,woba_denom,launch_speed_sum,launch_speed_count,release_speed_sum,release_speed_count,spin_rate_sum,spin_rate_count,delta_run_exp_sum
634615,2021-04-01,453268,pitcher,1.0,24,6.0,10.0,3.0,8.0,14.0,2.0,0.0,2.569649,6.0,3.0,6.0,572.2,7.0,2287.4,24.0,66007.0,23.0,0.6609999999999999
634615,2021-04-01,477132,pitcher,0.0,77,28.0,44.0,6.0,11.0,41.0,25.0,0.0,7.679717,27.0,11.5,27.0,3035.1,37.0,6655.6,77.0,200523.0,77.0,2.262
634615,2021-04-01,518397,pitcher,0.0,22,5.0,12.0,0.0,2.0,10.0,5.0,0.0,0.285,5.0,0.9,5.0,982.0,12.0,1964.0,22.0,44746.0,22.0,-0.6390000000000001
634615,2021-04-01,519076,pitcher,0.0,28,5.0,12.0,3.0,3.0,14.0,2.0,1.0,2.1159673333333333,5.0,2.65,5.0,664.6,8.0,2457.1,28.0,75369.0,27.0,0.75
634615,2021-04-01,592346,pitcher,1.0,42,11.0,19.0,2.0,7.0,24.0,8.0,0.0,3.902017,11.0,5.9,11.0,1474.2,17.0,3742.1,42.0,110595.0,42.0,1.941
634615,2021-04-01,608349,pitcher,0.0,4,1.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,68.6,1.0,368.2,4.0,9952.0,4.0,-0.283
634615,2021-04-01,608566,pitcher,1.0,92,21.0,36.0,5.0,15.0,42.0,13.0,1.0,9.130726242424242,21.0,9.6,21.0,2217.2,28.0,8433.2,92.0,203192.0,88.0,1.378
634615,2021-04-01,622075,pitcher,1.0,12,3.0,7.0,1.0,1.0,6.0,3.0,0.0,0.876,3.0,0.9,3.0,514.4,6.0,1113.4,12.0,23311.0,11.0,-0.179
634615,2021-04-01,641755,pitcher,1.0,20,5.0,8.0,2.0,5.0,10.0,5.0,0.0,1.842,5.0,2.15,5.0,494.6,6.0,1850.9,20.0,51322.0,20.0,0.4019999999999999
634618,2021-04-01,453343,pitcher,1.0,7,3.0,3.0,0.0,2.0,4.0,3.0,0.0,0.4499999999999999,3.0,0.0,3.0,264.7,3.0,620.6,7.0,18288.0,7.0,-0.7969999999999999
634618,2021-04-01,506433,pitcher,1.0,93,23.0,45.0,9.0,19.0,53.0,16.0,3.0,8.578339222222223,23.0,11.15,23.0,2705.4,33.0,8112.3,93.0,243220.0,92.0,3.728
634618,2021-04-01,518516,pitcher,0.0,91,23.0,39.0,14.0,19.0,44.0,13.0,1.0,10.43343775394171,23.0,11.65,23.0,2168.2,25.0,7742.3,91.0,208340.0,88.0,3.935
634618,2021-04-01,519141,pitcher,1.0,21,4.0,9.0,4.0,6.0,14.0,1.0,0.0,0.743,4.0,0.9,4.0,439.3,5.0,1952.3,21.0,52007.0,21.0,-0.3789999999999999
634618,2021-04-01,592233,pitcher,0.0,13,4.0,4.0,1.0,3.0,3.0,2.0,0.0,1.197717,4.0,1.6,4.0,262.4,3.0,1157.6,13.0,25515.0,13.0,0.378
634618,2021-04-01,605309,pitcher,1.0,12,4.0,4.0,1.0,5.0,8.0,3.0,0.0,1.636,4.0,0.9,4.0,294.5,3.0,1042.5,12.0,28146.0,12.0,-0.385
634618,2021-04-01,622065,pitcher,0.0,25,6.0,13.0,3.0,4.0,15.0,5.0,0.0,0.8440000000000001,6.0,2.5,6.0,872.8,10.0,2172.6,25.0,54060.0,25.0,0.5469999999999998
634618,2021-04-01,641941,pitcher,1.0,20,3.0,12.0,1.0,2.0,10.0,2.0,0.0,0.208,3.0,0.0,3.0,815.1,10.0,1854.5,20.0,49530.0,20.0,-0.797
634618,2021-04-01,656464,pitcher,0.0,13,3.0,4.0,3.0,2.0,4.0,1.0,0.0,0.887717,3.0,0.7,3.0,95.0,1.0,1164.8,13.0,30009.0,13.0,-0.176
634618,2021-04-01,657612,pitcher,1.0,16,4.0,8.0,3.0,3.0,8.0,3.0,2.0,3.673801431127013,4.0,4.9,4.0,491.4,5.0,1429.7,16.0,31168.0,15.0,4.913
634618,2021-04-01,664199,pitcher,0.0,7,3.0,7.0,3.0,0.0,5.0,2.0,1.0,1.4934062499999998,3.0,0.0,3.0,356.4,4.0,643.7,7.0,13964.0,7.0,-0.7969999999999999
634622,2021-04-01,455119,pitcher,0.0,13,4.0,7.0,4.0,3.0,8.0,3.0,0.0,1.512,4.0,0.9,4.0,278.0,3.0,1163.8,13.0,28203.0,13.0,-0.474
634622,2021-04-01,518858,pitcher,0.0,10,4.0,5.0,2.0,0.0,3.0,3.0,0.0,0.365,3.0,1.3,3.0,280.9,3.0,572.8,6.0,14127.0,6.0,0.1569999999999999
634622,2021-04-01,519293,pitcher,0.0,14,3.0,4.0,4.0,5.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1200.8,14.0,33164.0,14.0,-0.7969999999999999
634622,2021-04-01,554431,pitcher,0.0,17,5.0,7.0,1.0,1.0,8.0,3.0,0.0,1.344967,4.0,1.8,4.0,380.4,5.0,1575.3,17.0,46213.0,17.0,-0.174
634622,2021-04-01,593576,pitcher,1.0,15,3.0,10.0,1.0,1.0,7.0,2.0,0.0,0.5569999999999999,3.0,0.0,3.0,699.9,9.0,1288.9,15.0,26635.0,15.0,-0.796
634622,2021-04-01,605151,pitcher,1.0,7,2.0,1.0,0.0,2.0,3.0,1.0,1.0,1.9126336666666668,2.0,0.7,2.0,100.8,1.0,634.3,7.0,14043.0,7.0,0.0499999999999999
634622,2021-04-01,605400,pitcher,1.0,84,27.0,46.0,7.0,16.0,54.0,21.0,2.0,10.282541666666669,27.0,8.1,27.0,3296.1,38.0,7229.2,84.0,168555.0,84.0,-0.7550000000000001
634622,2021-04-01,608331,pitcher,0.0,94,24.0,50.0,19.0,13.0,48.0,13.0,1.0,7.736366,24.0,9.1,24.0,2254.8,29.0,8231.4,94.0,226656.0,94.0,0.2220000000000002
634622,2021-04-01,621237,pitcher,1.0,21,6.0,8.0,3.0,4.0,8.0,1.0,0.0,1.656649,6.0,2.3,6.0,408.8,5.0,2038.6,21.0,47366.0,21.0,0.311
634622,2021-04-01,621345,pitcher,0.0,7,3.0,4.0,0.0,2.0,5.0,3.0,0.0,0.638,3.0,0.0,3.0,319.3,4.0,630.8,7.0,15755.0,7.0,-0.796
634622,2021-04-01,641401,pitcher,1.0,7,2.0,5.0,1.0,0.0,4.0,2.0,0.0,0.137,2.0,0.0,2.0,312.4,4.0,607.2,7.0,15153.0,7.0,-0.361
634625,2021-04-01,459429,pitcher,0.0,8,3.0,5.0,0.0,1.0,6.0,2.0,0.0,0.1129999999999999,3.0,0.0,3.0,296.6,4.0,754.5,8.0,18618.0,8.0,-0.797
634625,2021-04-01,501625,pitcher,0.0,16,3.0,2.0,1.0,2.0,5.0,0.0,0.0,2.075151,3.0,2.1,3.0,74.4,1.0,1378.3,16.0,34638.0,16.0,1.13
634625,2021-04-01,592332,pitcher,0.0,90,24.0,44.0,11.0,18.0,55.0,16.0,1.0,5.771585515151515,24.0,3.9,24.0,2527.4,31.0,8004.5,90.0,180286.0,87.0,-3.245
634625,2021-04-01,594835,pitcher,1.0,101,27.0,41.0,4.0,17.0,47.0,22.0,3.0,11.073013797979796,26.0,13.0,26.0,3043.5,36.0,8171.3,99.0,218806.0,99.0,4.434
634625,2021-04-01,594987,pitcher,1.0,16,3.0,7.0,3.0,2.0,8.0,1.0,1.0,1.1235192307692303,3.0,0.0,3.0,334.7,4.0,1382.7,16.0,44754.0,16.0,-0.7959999999999999
634625,2021-04-01,605538,pitcher,0.0,14,3.0,5.0,2.0,2.0,6.0,2.0,0.0,1.990717,3.0,2.5,3.0,254.2,3.0,1147.8,14.0,34998.0,14.0,1.409
634625,2021-04-01,606160,pitcher,1.0,18,4.0,10.0,3.0,3.0,7.0,2.0,1.0,1.194896551724138,4.0,2.0,4.0,537.9,6.0,1632.9,18.0,40406.0,18.0,0.3169999999999999
634625,2021-04-01,606424,pitcher,0.0,20,3.0,6.0,2.0,3.0,5.0,0.0,0.0,1.383434,3.0,1.4,3.0,270.7,4.0,1740.6,20.0,45060.0,20.0,0.498
634625,2021-04-01,643511,pitcher,0.0,14,5.0,5.0,0.0,3.0,8.0,4.0,0.0,1.7059320000000002,5.0,2.85,5.0,355.4,5.0,1086.9,14.0,29900.0,14.0,0.918
634625,2021-04-01,664948,pitcher,1.0,12,3.0,7.0,1.0,1.0,3.0,3.0,0.0,0.271,3.0,0.0,3.0,414.9,5.0,1068.9,12.0,31084.0,12.0,-0.748
634625,2021-04-01,670056,pitcher,0.0,9,2.0,4.0,3.0,1.0,3.0,0.0,0.0,0.691717,2.0,0.7,2.0,70.7,1.0,829.9,9.0,22138.0,9.0,0.0499999999999999
634625,2021-04-01,676684,pitcher,1.0,29,6.0,12.0,4.0,3.0,12.0,4.0,0.0,2.390717,6.0,2.85,6.0,679.5,8.0,2660.0,29.0,61244.0,28.0,0.534
634630,2021-04-01,451584,pitcher,1.0,8,2.0,4.0,2.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,179.7,2.0,731.0,8.0,20347.0,8.0,-0.642
634630,2021-04-01,502043,pitcher,0.0,32,8.0,13.0,7.0,4.0,15.0,4.0,0.0,4.746151,8.0,5.7,8.0,574.6,6.0,2848.3,32.0,72973.0,32.0,2.6
634630,2021-04-01,518813,pitcher,1.0,25,5.0,13.0,3.0,3.0,12.0,2.0,0.0,1.752434,5.0,2.3,5.0,637.2,8.0,2177.8,25.0,55801.0,25.0,0.337
634630,2021-04-01,534910,pitcher,1.0,23,6.0,4.0,2.0,6.0,9.0,2.0,0.0,1.658649,6.0,2.3,6.0,193.5,2.0,2087.4,23.0,51549.0,22.0,0.3399999999999999
634630,2021-04-01,605130,pitcher,1.0,36,8.0,13.0,4.0,9.0,16.0,2.0,0.0,1.906434,8.0,2.3,8.0,616.3,8.0,3213.0,36.0,83785.0,36.0,-0.351
634630,2021-04-01,621129,pitcher,0.0,38,8.0,19.0,6.0,4.0,17.0,5.0,1.0,4.554317,8.0,5.4,8.0,968.6,13.0,3375.7,38.0,81555.0,38.0,1.509
634630,2021-04-01,621368,pitcher,0.0,50,13.0,22.0,5.0,7.0,25.0,9.0,1.0,5.893829014453479,12.0,6.1,13.0,1440.8,16.0,4482.8,50.0,106855.0,50.0,1.869
634630,2021-04-01,622092,pitcher,1.0,15,3.0,5.0,3.0,2.0,6.0,0.0,0.0,0.691717,3.0,0.7,3.0,0.0,0.0,1364.1,15.0,33572.0,15.0,-0.291
634630,2021-04-01,622250,pitcher,0.0,28,5.0,15.0,4.0,2.0,12.0,2.0,0.0,0.912717,5.0,0.7,5.0,811.6,10.0,2479.9,28.0,61861.0,28.0,-0.672
634630,2021-04-01,641745,pitcher,1.0,51,14.0,19.0,3.0,11.0,24.0,12.0,1.0,7.074154930232558,14.0,10.55,14.0,1333.2,16.0,4717.3,51.0,117592.0,51.0,4.651
634630,2021-04-01,663465,pitcher,0.0,15,6.0,10.0,2.0,1.0,9.0,5.0,1.0,3.237,6.0,3.8,6.0,588.3,7.0,1353.4,15.0,31803.0,15.0,1.0670000000000002
634630,2021-04-01,667463,pitcher,0.0,11,3.0,6.0,1.0,2.0,5.0,3.0,0.0,0.882,3.0,0.0,3.0,418.3,5.0,937.7,11.0,19864.0,11.0,-0.797
634630,2021-04-01,672578,pitcher,1.0,44,12.0,23.0,8.0,8.0,24.0,6.0,0.0,2.0047170000000003,12.0,3.4,12.0,1097.5,13.0,4085.3,44.0,99002.0,44.0,-0.309
634630,2021-04-01,676969,pitcher,0.0,26,8.0,12.0,1.0,3.0,8.0,4.0,0.0,3.256298,8.0,3.7,8.0,847.5,10.0,2283.2,26.0,60093.0,25.0,1.294
634634,2021-04-01,519443,pitcher,1.0,23,4.0,7.0,0.0,4.0,10.0,2.0,0.0,2.974434,4.0,2.3,4.0,531.7,6.0,2000.3,23.0,55345.0,23.0,1.121
634634,2021-04-01,543294,pitcher,1.0,63,16.0,27.0,5.0,11.0,27.0,9.0,1.0,5.199662627906976,16.0,6.8,16.0,1598.0,20.0,5144.4,63.0,128076.0,62.0,1.301
634634,2021-04-01,571521,pitcher,1.0,16,4.0,9.0,3.0,2.0,8.0,2.0,0.0,1.082717,4.0,1.6,4.0,367.9,5.0,1468.2,16.0,35413.0,16.0,0.323
634634,2021-04-01,572193,pitcher,1.0,12,2.0,4.0,1.0,2.0,6.0,0.0,0.0,0.691717,2.0,0.7,2.0,202.1,3.0,1054.2,12.0,26023.0,12.0,-0.146
634634,2021-04-01,592094,pitcher,1.0,38,7.0,14.0,5.0,4.0,12.0,3.0,0.0,2.492366,7.0,3.35,7.0,630.3,8.0,3379.2,38.0,84085.0,37.0,0.5209999999999999
