game_pk,game_date,player_id,role,is_home,pitches,batters_faced,swings,whiffs,called_strikes,in_zone,batted_balls,barrels,xwoba_sum,xwoba_denom,woba_sum,woba_denom,launch_speed_sum,launch_speed_count,release_speed_sum,release_speed_count,spin_rate_sum,spin_rate_count,delta_run_exp_sum
778563,2025-03-18,518489,pitcher,1.0,30,6.0,16.0,4.0,2.0,13.0,4.0,0.0,2.762497,5.0,2.85,5.0,590.6,7.0,2669.5,30.0,69713.0,30.0,0.753
778563,2025-03-18,595014,pitcher,0.0,16,4.0,8.0,3.0,3.0,8.0,1.0,0.0,1.084289,4.0,0.7,4.0,291.2,5.0,1446.2,16.0,40262.0,16.0,-0.407
778563,2025-03-18,607455,pitcher,0.0,11,3.0,6.0,1.0,1.0,5.0,2.0,0.0,0.123,3.0,0.0,3.0,307.9,4.0,1035.2,11.0,24128.0,11.0,-0.773
778563,2025-03-18,656945,pitcher,0.0,10,3.0,7.0,2.0,1.0,7.0,2.0,0.0,0.7959999999999999,3.0,0.0,3.0,399.6,5.0,957.4,10.0,25603.0,10.0,-0.773
778563,2025-03-18,669212,pitcher,1.0,21,5.0,11.0,3.0,4.0,9.0,4.0,0.0,1.046,5.0,1.25,5.0,661.4,8.0,1793.0,21.0,49482.0,21.0,-0.419
778563,2025-03-18,676508,pitcher,0.0,12,3.0,5.0,2.0,1.0,5.0,2.0,0.0,1.0000384615384614,3.0,0.0,3.0,235.2,3.0,1125.1,12.0,31516.0,12.0,-0.774
778563,2025-03-18,676962,pitcher,1.0,65,15.0,28.0,14.0,12.0,26.0,7.0,0.0,4.917491,15.0,5.7,15.0,1128.8,13.0,5868.0,65.0,148594.0,65.0,0.5990000000000001
778563,2025-03-18,684007,pitcher,1.0,69,16.0,36.0,12.0,7.0,33.0,10.0,0.0,4.764488,15.0,2.8,15.0,1740.2,22.0,5994.3,69.0,139378.0,69.0,-1.469
778563,2025-03-18,808967,pitcher,0.0,73,19.0,36.0,11.0,12.0,35.0,14.0,0.0,4.325497,19.0,3.75,19.0,1963.2,24.0,6665.2,72.0,145251.0,72.0,-1.971
778563,2025-03-18,457759,batter,1.0,6,1.0,3.0,0.0,1.0,3.0,1.0,0.0,0.209,1.0,0.0,1.0,229.5,3.0,570.5,6.0,15499.0,6.0,-0.254
778563,2025-03-18,500743,batter,0.0,15,4.0,9.0,5.0,2.0,5.0,3.0,0.0,0.196,3.0,0.9,3.0,250.3,3.0,1338.7,15.0,34218.0,15.0,-0.4759999999999999
778563,2025-03-18,542932,batter,1.0,8,3.0,3.0,1.0,2.0,5.0,1.0,0.0,1.075289,3.0,0.7,3.0,125.6,2.0,745.9,8.0,16940.0,8.0,-0.125
778563,2025-03-18,571771,batter,0.0,21,5.0,14.0,6.0,1.0,12.0,4.0,0.0,1.0095,4.0,0.0,4.0,495.9,6.0,1842.2,21.0,44396.0,21.0,-1.307
778563,2025-03-18,571970,batter,0.0,32,5.0,13.0,2.0,5.0,13.0,1.0,0.0,1.6519940000000002,5.0,1.4,5.0,576.4,8.0,2819.3,32.0,71573.0,32.0,-0.0449999999999999
778563,2025-03-18,606192,batter,0.0,20,5.0,13.0,5.0,1.0,11.0,3.0,0.0,1.776497,5.0,1.6,5.0,679.7,8.0,1783.1,20.0,42937.0,20.0,0.0719999999999999
778563,2025-03-18,621020,batter,1.0,14,3.0,5.0,1.0,2.0,6.0,2.0,0.0,1.2900384615384617,3.0,0.9,3.0,387.6,4.0,1302.2,14.0,32804.0,14.0,-0.093
778563,2025-03-18,624424,batter,0.0,15,4.0,7.0,3.0,3.0,7.0,3.0,0.0,0.597,4.0,1.25,4.0,356.6,4.0,1304.1,15.0,35232.0,15.0,-0.128
778563,2025-03-18,660271,batter,0.0,20,5.0,13.0,6.0,2.0,9.0,4.0,0.0,2.333,5.0,2.15,5.0,528.6,6.0,1765.1,20.0,47910.0,20.0,0.3279999999999999
778563,2025-03-18,663656,batter,1.0,13,4.0,8.0,3.0,1.0,6.0,4.0,0.0,0.959,4.0,0.0,4.0,379.2,5.0,1200.6,13.0,26088.0,13.0,-1.09
778563,2025-03-18,664023,batter,1.0,19,4.0,6.0,1.0,5.0,11.0,1.0,0.0,0.843497,4.0,1.6,4.0,349.5,5.0,1672.2,18.0,41885.0,18.0,0.3019999999999999
778563,2025-03-18,665804,batter,1.0,8,3.0,5.0,3.0,1.0,2.0,2.0,0.0,0.835,3.0,1.25,3.0,188.0,2.0,729.3,8.0,17566.0,8.0,0.387
778563,2025-03-18,669242,batter,0.0,11,5.0,7.0,1.0,2.0,7.0,5.0,0.0,1.651,5.0,0.9,5.0,523.6,6.0,948.1,11.0,20900.0,11.0,-0.519
778563,2025-03-18,669257,batter,0.0,29,5.0,8.0,2.0,6.0,10.0,2.0,0.0,2.892491,5.0,3.0,5.0,402.6,5.0,2563.7,29.0,61699.0,29.0,1.529
778563,2025-03-18,673548,batter,1.0,16,4.0,8.0,0.0,3.0,9.0,3.0,0.0,0.677,4.0,0.0,4.0,521.5,7.0,1456.9,16.0,37327.0,16.0,-1.127
778563,2025-03-18,681624,batter,0.0,22,4.0,7.0,3.0,3.0,7.0,0.0,0.0,1.382994,4.0,1.4,4.0,307.3,4.0,1960.5,22.0,48302.0,22.0,0.0099999999999999
778563,2025-03-18,683737,batter,1.0,14,3.0,8.0,4.0,0.0,4.0,3.0,0.0,0.18,3.0,0.0,3.0,260.5,3.0,1307.2,14.0,25207.0,14.0,-0.823
